,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190
ELF3,0.0,0.0533428,0.3321479,0.375,0.0,0.1642959,0.0,0.0,0.0,0.0,0.0,0.0,0.1806543,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0533428,0.2083926,0.3027205,0.1330014,0.36,0.2183428,0.0,0.0668563,0.0025,0.1066856,0.0540541,0.1066856,0.1066856,0.1075,0.1066856,0.1955903,0.0,0.0,0.1877667,0.0796586,0.0,0.0,0.3229018,0.0,0.0,0.0,0.2133713,0.2610242,0.0583215,0.0,0.0,0.2098151,0.1066856,0.0,0.0682788,0.2361309,0.0,0.0661451,0.1600284,0.0,0.0,0.0,0.0,0.0,0.2603129,0.1073969,0.2133713,0.0704125,0.0618777,0.2162162,0.0,0.2197724,0.1536273,0.3385491,0.1066856,0.0960171,0.0,0.4575,0.276579,0.0,0.0,0.0,0.0533428,0.0,0.0,0.0,0.0590327,0.0,0.0,0.0,0.0,0.0,0.0533428,0.0533428,0.0,0.1066856,0.0,0.0,0.1714083,0.1925,0.0761024,0.0,0.1081081,0.0,0.0,0.2069701,0.3499289,0.0,0.0,0.0,0.1066856,0.0,0.0,0.1066856,0.0,0.0,0.059744,0.1059744,0.0,0.0,0.0,0.1066856,0.0,0.2105263,0.1066856,0.0,0.0,0.1066856,0.0,0.0,0.0,0.0590327,0.0,0.0,0.0,0.0,0.0533428,0.0,0.0,0.2752489,0.3425,0.0,0.0,0.0,0.0,0.2569488,0.0,0.3179232,0.0,0.0,0.1066856,0.0,0.0732575,0.0,0.0,0.0,0.0,0.0,0.0,0.1657183,0.1066856,0.2164509,0.0,0.0,0.0,0.0,0.0,0.1066856,0.21266,0.0,0.0,0.1650071,0.0,0.0,0.0,0.3819346,0.0,0.0,0.0,0.0,0.4100284,0.1066856,0.0,0.0,0.1536273,0.0,0.0,0.0,0.0
VIM,0.087822,0.1844262,0.2406323,0.1814988,0.1533958,0.087822,0.3091335,0.1674473,0.175644,0.3981265,0.2482436,0.1639344,0.5105386,0.131733,0.1692037,0.1223653,0.3302108,0.2693208,0.1955504,0.3495316,0.3044496,0.3067916,0.3764637,0.3208431,0.4795082,0.1428571,0.4396955,0.087822,0.4303279,0.3173302,0.5403981,0.1867681,0.412178,0.2546839,0.3905152,0.5310304,0.4086651,0.293911,0.3600703,0.2295082,0.2535129,0.3694379,0.2909836,0.5667447,0.3009368,0.426815,0.4748244,0.5796253,0.4396955,0.4648712,0.0884075,0.5099531,0.5907494,0.2962529,0.5193208,0.2418033,0.4754098,0.1370023,0.2675644,0.2336066,0.087822,0.2429742,0.072014,0.263466,0.2857143,0.4812647,0.2242389,0.2564403,0.2611241,0.0,0.2997658,0.2956674,0.4672131,0.4432084,0.3875878,0.3179157,0.3834895,0.1797424,0.4654567,0.337822,0.043911,0.175644,0.0825527,0.412178,0.0,0.2622951,0.3126464,0.219555,0.2587822,0.0,0.3507026,0.3741218,0.0,0.3893443,0.1809133,0.0,0.2974239,0.0474239,0.2242389,0.2558548,0.3752927,0.3793911,0.1932084,0.3875878,0.1639344,0.1855972,0.4514051,0.5005855,0.0854801,0.1387588,0.0860656,0.45726,0.2464871,0.1826698,0.4765808,0.131733,0.3132319,0.175644,0.2482436,0.175644,0.176815,0.0,0.3044496,0.3717799,0.4197892,0.087822,0.0,0.4648712,0.175644,0.2564403,0.1053864,0.2177986,0.3588993,0.1147541,0.1282201,0.1984777,0.1469555,0.4666276,0.3337237,0.1370023,0.4859485,0.3969555,0.1978923,0.4314988,0.2347775,0.087822,0.3249415,0.4871194,0.043911,0.1434426,0.2991803,0.5409836,0.0,0.6200234,0.3870023,0.3460187,0.3647541,0.0591335,0.3278688,0.2933255,0.4250585,0.1814988,0.3899297,0.1574941,0.0,0.4473068,0.4297424,0.2295082,0.3881733,0.4818501,0.4795082,0.2622951,0.279274,0.2429742,0.0,0.175644,0.2213115,0.3776347,0.190281,0.087822,0.2617096,0.4162763,0.4789227,0.4555035,0.3454333,0.4888759,0.0930913,0.1147541,0.0,0.2388759
SMARCAD1,0.0,0.0740375,0.1076012,0.0,0.0,0.0,0.165844,0.0,0.0,0.1757157,0.0,0.0,0.148075,0.0,0.4629813,0.0,0.0,0.0,0.0,0.0,0.0740375,0.0,0.2902271,0.0740375,0.0,0.0,0.148075,0.0,0.148075,0.0,0.148075,0.148075,0.0,0.148075,0.0,0.0918065,0.0,0.0,0.0,0.0957552,0.1678184,0.0,0.2230997,0.0,0.2221125,0.0,0.0967423,0.0,0.0779862,0.0,0.0,0.1678184,0.0,0.0878578,0.148075,0.0,0.148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130306,0.0,0.148075,0.1105627,0.0,0.0,0.2961501,0.0,0.3030602,0.0,0.2221125,0.0,0.0,0.0,0.136229,0.0,0.0,0.0750247,0.0,0.0,0.0,0.0,0.1648569,0.0740375,0.0,0.0,0.0,0.148075,0.0,0.0,0.0,0.0,0.148075,0.0,0.0,0.0,0.0839092,0.0,0.0,0.0740375,0.0,0.2221125,0.0,0.2714709,0.0,0.0,0.0,0.0,0.0,0.0740375,0.0,0.0,0.0,0.0,0.0,0.148075,0.0,0.0,0.0,0.0,0.0789733,0.148075,0.1520237,0.0,0.0,0.0,0.0,0.0760118,0.0740375,0.0,0.0,0.1500494,0.0750247,0.148075,0.0,0.0937808,0.0,0.2152024,0.0,0.0,0.148075,0.0,0.148075,0.0,0.0,0.0,0.148075,0.0,0.0,0.5231984,0.0,0.0,0.0,0.0,0.1461007,0.0,0.148075,0.0,0.1796644,0.0,0.0,0.2408687,0.0,0.0,0.2181639,0.082922,0.094768,0.0,0.148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174728,0.0,0.159921,0.148075,0.0,0.0,0.0740375
NOTCH1,0.25,0.0267189,0.3292578,0.3352406,0.1900498,0.1696878,0.4933333,0.1579871,0.1900498,0.3061489,0.3915577,0.2828773,0.2747361,0.0292127,0.2189092,0.0534378,0.4642974,0.1028101,0.4164375,0.2974716,0.1562479,0.0,0.2131362,0.3671748,0.9745854,0.2610589,0.3564999,0.0,0.3923626,0.4910241,0.4081501,0.4917929,0.4596901,0.129529,0.3082853,0.782581,0.6408992,0.1028101,0.4062479,0.3214833,0.2351493,0.0534378,0.3151364,0.1842229,0.3658876,0.6523219,0.0,0.2516844,0.6390951,0.0,0.1144502,0.0769505,0.1820029,0.5723312,0.9170923,0.658202,0.6898419,0.378067,0.2123263,0.1441354,0.0,1.0544282,0.0,0.2887479,0.1303883,0.3864736,0.0,0.3717609,0.0267189,0.0274314,0.2512049,0.1130031,0.3584945,0.337201,0.5229573,0.035269,0.1571072,0.0808656,0.596107,0.2901563,0.1028101,0.0879943,0.3806281,0.4765592,0.0534378,0.2525004,0.6781254,0.2631236,0.0534378,0.0774503,0.1084378,1.0607433,0.3633333,0.0534378,0.1395117,0.0,0.3456002,0.0,0.0801568,0.625861,0.9999077,0.1321696,0.1965601,0.8593722,0.0580495,0.7131175,0.7065589,0.6680033,0.0870459,0.1864056,0.0,0.0,0.2792949,0.1817934,0.6876421,0.0,0.3284709,0.0,0.4407917,0.3034378,0.3235305,0.0534378,0.1036694,0.129529,0.2806865,0.1160991,0.0,0.2028003,0.1028101,0.4052066,0.0,0.5442733,0.8024745,0.7313378,0.0537941,0.6643066,0.312496,0.1036694,0.2434877,0.1137771,0.5286542,0.8678396,0.1843729,0.0,0.2998404,0.0,0.1695369,1.1908451,0.5804954,0.3175544,0.2732241,0.4972591,0.1028101,0.93487,0.3112371,0.5666884,0.3257849,0.5698908,0.6933859,0.386612,0.4007577,0.0687567,1.2163445,0.1658436,0.0,0.1930783,0.6629691,0.0801568,0.8699921,0.6986626,0.174731,0.1047382,0.3966667,0.0523691,0.0,0.1774991,0.3470103,0.1574635,0.7161184,0.1502993,1.1374189,0.5995812,0.2392547,0.58676,0.1068757,0.1959995,0.0801568,0.0,0.0,0.3735615
SATB2,0.0,0.2304147,0.0,0.0,0.235023,0.0,0.0,0.0,0.25,0.375,0.0,0.5676651,0.0,0.0,0.0,0.0,0.1705069,0.0,0.1889401,0.5593318,0.1751152,0.0,0.0,0.0866667,0.0046083,0.0,0.0,0.0,0.0,0.385,0.3666667,0.0,0.0,0.1751152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4389401,0.0,0.1520737,0.285,0.124424,0.1889401,0.202765,0.1889401,0.1751152,0.0,0.0,0.0,0.1889401,0.1889401,1.2985945,0.2442396,0.0,0.0046083,0.0,0.0,0.0,0.0,0.375,0.1889401,0.1843318,0.2073733,0.0,0.0,0.0,0.1889401,0.0,0.0,0.0,0.0,0.0,0.5731567,0.0,0.2119816,0.0,0.3151152,0.0,0.495,0.0,0.0,0.1981567,0.25,0.2119816,0.48,0.0046083,0.1751152,0.0,0.0,0.2258064,0.0,0.0,0.0,0.0,0.375,0.1889401,0.0,0.1889401,0.4573733,0.1981567,0.0,0.1751152,0.8689401,0.0,0.0,0.0,0.0,0.1428571,0.0,0.1889401,0.0,0.1751152,0.0,0.0,0.0,0.0,0.1198157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4789401,0.0,0.1889401,0.0,0.1981567,0.0,0.25,0.0,0.0,0.0,0.1751152,0.4481567,0.1889401,0.0,0.0,0.0,0.0,0.4251152,0.0033333,0.0,0.1751152,0.0,0.0,0.0,0.1843318,0.0,0.4351152,0.1751152,0.0,0.0,0.2073733,0.0,0.0,0.1889401,0.0,0.0,0.1751152,0.0,0.0,0.1751152,0.4051152,0.1889401,0.0,0.1889401,0.2966667,0.0,0.0,0.1751152,0.5451152,0.1751152,0.0,0.1658986,0.0,0.0,0.1705069,0.1751152,0.0,0.1843318,0.0,0.0,0.0
MYCN,0.0926396,0.0,0.0,0.0482234,0.3876904,0.0951777,0.0951777,0.2309645,0.0,0.0475888,0.0,0.0,0.0,0.0,0.1909899,0.0,0.0,0.0,0.0,0.0,0.0989848,0.1903553,0.0951777,0.0,0.0926396,0.0,0.053934,0.0,0.3470812,0.0,0.0,0.1351523,0.0,0.0475888,0.0951777,0.0951777,0.0,0.0,0.0951777,0.2290609,0.0,0.1243655,0.1840101,0.0,0.0,0.0,0.0,0.0,0.0475888,0.2442893,0.0,0.0,0.0609137,0.0,0.0501269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475888,0.0,0.0951777,0.0951777,0.0,0.0951777,0.0507614,0.0475888,0.143401,0.0951777,0.0,0.0,0.0,0.1453046,0.1459391,0.0,0.0,0.0,0.0,0.0,0.0,0.1427665,0.0,0.0,0.0,0.0475888,0.1446701,0.0,0.0,0.0,0.0729695,0.0970812,0.0,0.0,0.0,0.0951777,0.1865482,0.0,0.0862944,0.0,0.1827411,0.0951777,0.1897208,0.0,0.0951777,0.0,0.0951777,0.0,0.0,0.0507614,0.0951777,0.0,0.0,0.0951777,0.0,0.0,0.0,0.0,0.1649746,0.1890863,0.0,0.0,0.0678934,0.0,0.0,0.0951777,0.0475888,0.2785533,0.0,0.0,0.0,0.1364213,0.0,0.1935279,0.2614213,0.0951777,0.0,0.0,0.0,0.0,0.0,0.0,0.0951777,0.0,0.0,0.0,0.0951777,0.0,0.0,0.0,0.0,0.1510152,0.0,0.0,0.0,0.0951777,0.1104061,0.0,0.0494924,0.0,0.0951777,0.0,0.0951777,0.0951777,0.0,0.1491117,0.0,0.1814721,0.0,0.0,0.0475888,0.088198,0.0,0.0,0.0,0.0,0.0951777,0.0,0.2690355,0.0,0.1903553,0.0475888,0.0951777,0.0,0.0951777
MGST3,0.3061989,0.1362398,0.2170754,0.0372389,0.226158,0.0681199,0.0608538,0.1316985,0.0,0.3571026,0.0,0.0,0.1362398,0.0,0.1707539,0.0812897,0.0,0.0681199,0.1394187,0.0386013,0.2756585,0.0485922,0.5458219,0.1939146,0.2084469,0.0572207,0.1035422,0.0785649,0.08901,0.1702997,0.1412352,0.2938238,0.1843778,0.1153497,0.3487738,0.0799273,0.1362398,0.0,0.0,0.2833788,0.1021798,0.2557902,0.0681199,0.1053588,0.2411444,0.0,0.1743869,0.2811081,0.5254315,0.3710263,0.0,0.208901,0.1385105,0.171208,0.0622162,0.6614441,0.1321526,0.1321526,0.0,0.4470935,0.1648501,0.1144414,0.0,0.1203451,0.0681199,0.2182379,0.3172116,0.1662125,0.2656676,0.0,0.1362398,0.1366939,0.2238874,0.0435967,0.328792,0.0540418,0.0340599,0.1594005,0.1257947,0.1357857,0.125,0.051317,0.1825613,0.1412352,0.1003633,0.1076294,0.1875568,0.438465,0.0,0.0,0.3029065,0.1607629,0.0,0.5090827,0.2270663,0.0,0.0,0.0,0.4148547,0.0,0.2452316,0.1362398,0.0681199,0.2815622,0.0,0.106267,0.2874659,0.1217075,0.0,0.0,0.0558583,0.0540418,0.0,0.0681199,0.7500545,0.0,0.1457766,0.0681199,0.0976385,0.0440509,0.1321526,0.3181199,0.1662125,0.0980926,0.0703906,0.204337,0.1166667,0.4121843,0.3720436,0.116258,0.0681199,0.0681199,0.0903724,0.0681199,0.0,0.0681199,0.2429609,0.1230699,0.0440509,0.0340599,0.3107402,0.1534968,0.0,0.25,0.3062398,0.0,0.2029973,0.0,0.2116258,0.0681199,0.0572207,0.2840599,0.0,0.4114441,0.0681199,0.4257811,0.2593097,0.1248865,0.2134423,0.1321526,0.2580472,0.0681199,0.2857629,0.0681199,0.0,0.1389646,0.1362398,0.0,0.2161671,0.0,0.1616712,0.1321526,0.2901135,0.1525886,0.0363306,0.2102634,0.2148047,0.1852861,0.2547684,0.0,0.125,0.311535,0.3224342,0.2102634,0.4420981,0.2238465,0.0681199,0.1534968,0.0,0.0
MEF2D,0.0659794,0.2125,0.0887574,0.3955928,0.1718213,0.0,0.1030928,0.1030928,0.0,0.1775148,0.3125,0.0542955,0.1526627,0.1030928,0.1072165,0.0,0.0893471,0.1601375,0.0556701,0.0887574,0.1775148,0.0439863,0.1003436,0.1030928,0.6495509,0.1875,0.1030928,0.3136095,0.5158935,0.0,0.1704467,0.0652921,0.3431953,0.2905928,0.3245288,0.1875,0.5928519,0.0,0.1683849,0.0,0.3837004,0.1030928,0.1463917,0.5307794,0.1403038,0.3868127,0.2882491,0.0041237,0.0920962,0.1333333,0.0,0.0515464,0.0,0.2525,0.1030928,0.3875,0.1498282,0.3795103,0.1875,0.0,0.2426976,0.0,0.0,0.0,0.607154,0.4627707,0.3434536,0.2403709,0.1030928,0.0,0.2211594,0.299926,0.0923077,0.0,0.3130928,0.0,0.0,0.0,0.5146745,0.0,0.1030928,0.0,0.0948454,0.2025011,0.0,0.3595478,0.0927835,0.3464893,0.0,0.2,0.1044674,0.3705155,0.0,0.0,0.0,0.0,0.0887574,0.0,0.0,0.1875,0.0,0.3159794,0.0,0.1030928,0.0970414,0.2515464,0.3125859,0.4605928,0.0,0.2806076,0.0,0.1977674,0.1058419,0.1546392,0.5952256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1030928,0.0,0.0824742,0.0899408,0.0,0.2189349,0.1512596,0.0,0.3248256,0.0,0.1030928,0.0,0.0515464,0.2123711,0.1017751,0.0,0.0,0.1237113,0.6272141,0.4861856,0.3365257,0.0,0.0515464,0.0887574,0.366502,0.3642612,0.1048008,0.0,0.2797251,0.5547055,0.1030928,0.6677484,0.1594502,0.0804124,0.2577319,0.1372415,0.4015464,0.1030928,0.2806076,0.0,0.7094423,0.1484536,0.0,0.1030928,0.1030928,0.0,0.4915066,0.0,0.1030928,0.1875,0.38,0.0,0.1930336,0.0,0.0515464,0.0852234,0.1030928,0.0,0.1875,0.4736264,0.2034364,0.1030928,0.3813335,0.0,0.0,0.0,0.1030928,0.0
REST,0.0,0.1022727,0.0,0.1322727,0.0681818,0.0,0.0,0.1022727,0.0,0.0,0.0,0.1963016,0.1748674,0.0,0.0681818,0.0,0.0,0.0,0.0,0.0,0.0,0.0681818,0.2113636,0.0,0.0340909,0.0681818,0.0,0.0,0.0681818,0.1593172,0.1704545,0.1834023,0.0981818,0.0681818,0.0,0.0681818,0.0340909,0.0,0.0981818,0.0,0.0681818,0.0,0.1963636,0.4051895,0.0,0.0,0.0686364,0.0,0.1792319,0.1704545,0.0,0.1066856,0.0,0.1906117,0.0,0.2531036,0.2970548,0.0,0.0,0.0,0.0,0.0,0.0,0.2474622,0.1791349,0.0,0.0681818,0.0,0.0504545,0.0,0.0,0.1963636,0.3667445,0.0386364,0.0681818,0.0,0.1022727,0.0681818,0.1365576,0.0,0.0,0.1040909,0.0,0.0340909,0.1022727,0.0681818,0.0340909,0.0,0.0,0.0,0.0681818,0.1363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2139583,0.1066856,0.1748674,0.0,0.2878624,0.0,0.0622727,0.0,0.0,0.0,0.0381818,0.0,0.345644,0.0681818,0.0681818,0.2677713,0.0,0.0,0.0681818,0.0,0.0,0.0,0.0,0.0545455,0.0681818,0.0,0.0,0.0,0.0,0.0681818,0.0,0.0,0.0,0.3754364,0.0672727,0.0,0.1031818,0.3220283,0.0681818,0.2347084,0.0,0.0681818,0.3329168,0.0681818,0.0,0.1381818,0.0,0.0,0.1536273,0.3497349,0.0,0.0,0.1727273,0.0,0.0,0.0,0.0,0.0,0.0681818,0.045,0.2147937,0.1407765,0.0681818,0.3715149,0.0,0.0,0.0681818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340909,0.0681818,0.0,0.0,0.0418182,0.0690909,0.0681818,0.0,0.1363636,0.1704545,0.0681818,0.0,0.0340909,0.0695455,0.0,0.0,0.0681818
TEAD3,0.1875,0.0,0.1483333,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.1875,0.225,0.0,0.0,0.0,0.0,0.09375,0.09375,0.1025,0.0,0.42,0.0,0.04,0.4575,0.16,0.1875,0.0,0.2583333,0.31125,0.1875,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475,0.0,0.1766667,0.3616667,0.09375,0.0,0.0,0.3191667,0.0,0.0,0.0,0.3383333,0.0,0.125,0.0,0.3783333,0.1875,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.10375,0.0,0.0,0.0,0.0,0.1483333,0.18875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0016667,0.0,0.0,0.0,0.125,0.0,0.09375,0.18875,0.4425,0.0,0.0,0.0,0.15625,0.1875,0.0,0.20875,0.0,0.0,0.0,0.5025,0.0,0.0,0.0,0.1875,0.09375,0.0,0.0,0.0,0.25,0.27,0.0,0.0,0.0,0.0,0.09375,0.0,0.19875,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.4375,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4375,0.0,0.26,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.325,0.0,0.0,0.0,0.0,0.1633333
EDA2R,0.0,0.1001335,0.0,0.1001335,0.1001335,0.0,0.0,0.0,0.1001335,0.1001335,0.0,0.1068091,0.0,0.1001335,0.0,0.1001335,0.0,0.1001335,0.0,0.0,0.2036048,0.0,0.3785047,0.3104139,0.1481976,0.1528705,0.1361816,0.0,0.1688919,0.0,0.1308411,0.1001335,0.200267,0.1001335,0.2429907,0.0500668,0.3037383,0.0,0.0453939,0.1001335,0.1001335,0.0554072,0.0507343,0.3137517,0.0,0.0,0.0,0.1595461,0.0,0.0,0.0,0.1001335,0.2550067,0.0847797,0.0,0.0,0.1001335,0.0,0.0,0.0620828,0.0,0.0,0.0794393,0.1508678,0.1094793,0.1668892,0.0,0.0,0.1855808,0.0654206,0.0,0.0,0.1001335,0.1301736,0.1001335,0.0,0.0500668,0.0,0.1001335,0.123498,0.0,0.0,0.0,0.1655541,0.0,0.0,0.1001335,0.0,0.1001335,0.0,0.1895861,0.200267,0.0,0.0,0.1001335,0.0,0.0,0.0,0.0,0.0,0.0,0.135514,0.0,0.1001335,0.0,0.1515354,0.200267,0.1368491,0.0,0.0,0.0,0.0,0.1648865,0.0694259,0.0,0.1001335,0.0,0.1502003,0.0754339,0.0500668,0.0,0.0,0.058745,0.0,0.0,0.0,0.0,0.200267,0.1001335,0.0,0.0,0.0,0.3978638,0.200267,0.0,0.200267,0.1001335,0.0,0.0,0.1001335,0.1001335,0.2042724,0.0,0.1001335,0.0,0.1001335,0.0567423,0.0,0.0,0.2269693,0.1335113,0.0,0.1682243,0.2543391,0.1542056,0.0,0.1001335,0.0,0.1502003,0.1001335,0.3277704,0.0,0.200267,0.1995995,0.0,0.1775701,0.0,0.2456609,0.1588785,0.0,0.1001335,0.0,0.0520694,0.0,0.1001335,0.1582109,0.0,0.0,0.0,0.1001335,0.0,0.0694259,0.1021362,0.1001335,0.1001335,0.0,0.0567423,0.0,0.0,0.0
TTF2,0.0339531,0.0606306,0.1459175,0.0,0.2146322,0.0,0.0606306,0.0606306,0.0,0.0606306,0.0606306,0.0339531,0.0,0.0,0.0303153,0.0,0.0,0.0303153,0.0606306,0.0,0.0,0.0,0.2392886,0.0,0.0606306,0.1451091,0.150768,0.0,0.0606306,0.0606306,0.0,0.0,0.1212611,0.09135,0.2069523,0.0,0.0,0.0,0.0,0.0,0.0335489,0.0,0.0,0.0606306,0.0739693,0.1212611,0.0,0.0,0.1511722,0.0432498,0.0,0.2502021,0.1580437,0.0303153,0.0606306,0.0,0.0945837,0.0606306,0.0,0.0,0.0,0.0606306,0.0,0.0,0.0606306,0.0,0.0303153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087308,0.0,0.0,0.0,0.0343573,0.0606306,0.0,0.0,0.0606306,0.0,0.0,0.0351657,0.1782538,0.0606306,0.0,0.0606306,0.0303153,0.1802749,0.0,0.2061439,0.0,0.0610348,0.0,0.0,0.0,0.0909458,0.0929669,0.0905416,0.0,0.0,0.0,0.0,0.1661277,0.0606306,0.0,0.0606306,0.0,0.0,0.0452708,0.0,0.1438965,0.0,0.1176233,0.0,0.1345998,0.0,0.0303153,0.0,0.0468876,0.172595,0.0,0.0606306,0.0,0.0,0.0,0.1099434,0.0,0.0,0.0,0.0743735,0.0,0.0,0.0,0.0,0.0,0.0606306,0.1038804,0.0319321,0.0303153,0.0,0.0606306,0.0,0.0291027,0.061439,0.0,0.0941795,0.0606306,0.0303153,0.0,0.0606306,0.0,0.1810833,0.196443,0.0,0.0606306,0.1556184,0.0606306,0.0,0.1483428,0.0303153,0.0,0.0,0.0,0.1717866,0.1515764,0.0610348,0.1180275,0.0606306,0.1281326,0.0909458,0.0,0.0606306,0.0,0.0,0.0,0.0,0.0,0.0339531,0.0517381,0.1956346,0.0307195,0.0,0.0481002,0.0,0.0,0.0
FXR2,0.1401869,0.1537383,0.2158878,0.0700935,0.3299066,0.0,0.1126168,0.1401869,0.0,0.414486,0.0,0.1102804,0.2560748,0.0841122,0.138785,0.0,0.0,0.0,0.0,0.1401869,0.0443925,0.314486,0.2116822,0.0350467,0.1635514,0.0,0.1775701,0.1074766,0.1401869,0.3191589,0.2009346,0.1107477,0.2738318,0.0,0.1401869,0.0350467,0.1663551,0.0,0.1359813,0.2196262,0.2799065,0.1401869,0.211215,0.2850467,0.1158879,0.2593458,0.4864486,0.4238318,0.1261682,0.2224299,0.0700935,0.0700935,0.3098131,0.1757009,0.1836449,0.2158878,0.3953271,0.1341121,0.2172897,0.1359813,0.1140187,0.196729,0.0,0.1224299,0.0920561,0.0700935,0.2037383,0.1929907,0.1714953,0.0542056,0.0682243,0.1084112,0.1042056,0.2065421,0.3434579,0.1401869,0.0,0.1228972,0.1401869,0.0700935,0.1747664,0.0700935,0.0700935,0.1056075,0.0700935,0.0588785,0.296729,0.0901869,0.0,0.1098131,0.1079439,0.3761682,0.1163551,0.1088785,0.1584112,0.0,0.0700935,0.0700935,0.1612149,0.1196262,0.0,0.3257009,0.1196262,0.3247664,0.0,0.1990654,0.3556075,0.4158879,0.0,0.0700935,0.0,0.3514019,0.0672897,0.1359813,0.2640187,0.2462617,0.2696262,0.0542056,0.1401869,0.103271,0.217757,0.0,0.1761682,0.0,0.1990654,0.0700935,0.0,0.1242991,0.2,0.0700935,0.0,0.0700935,0.2060748,0.1280374,0.2186916,0.3733645,0.3434579,0.0,0.138785,0.1495327,0.4495327,0.3088785,0.2060748,0.0,0.0700935,0.0,0.1261682,0.4327103,0.0,0.2476636,0.0700935,0.1799065,0.0,0.3630841,0.1009346,0.1761682,0.1242991,0.0,0.2925234,0.0700935,0.1948598,0.0700935,0.317757,0.1864486,0.2042056,0.2691589,0.2397196,0.1495327,0.1747664,0.0859813,0.1859813,0.0700935,0.1971963,0.0724299,0.0,0.0350467,0.1929907,0.1700935,0.3341121,0.0700935,0.0,0.3303738,0.1079439,0.3514019,0.1948598,0.1401869,0.0700935,0.0,0.0,0.0700935
