Gene1,Gene2
NBN,CTBP1
NBN,CUEDC2
NBN,DBNDD1
NBN,DDIT3
NBN,DIAPH3
NBN,DLG2
NBN,DNAJB2
NBN,DPCD
NBN,DPM2
NBN,DPM3
NBN,DUSP23
NBN,DYNC2H1
NBN,E2F4
NBN,E4F1
NBN,EBF1
NBN,EED
NBN,EFHB
NBN,EFHD1
NBN,EGR1
NBN,EGR2
NBN,EGR3
NBN,EIF2AK3
NBN,ELAVL3
NBN,ELF1
NBN,ELK1
NBN,ELOF1
NBN,EMX1
NBN,EP300
NBN,EPHB6
NBN,ESRP2
NBN,ESRRA
NBN,FAM219B
NBN,FBXO15
NBN,FBXO27
NBN,FBXW5
NBN,FHAD1
NBN,FIBP
NBN,FKBP11
NBN,FKBPL
NBN,FLT3LG
NBN,FOSB
NBN,FOXM1
NBN,FRMD4A
NBN,GALK1
NBN,GCHFR
NBN,GDF9
NBN,GEMIN7
NBN,GGT7
NBN,GLB1L
NBN,GLCCI1
NBN,GLI1
NBN,GPR141
NBN,GPR153
NBN,GPR19
NBN,GS1-124K5.4
NBN,GSDMD
NBN,GSPT2
NBN,GTF2H4
NBN,HCFC1
NBN,HDAC2
NBN,HDAC6
NBN,HENMT1
NBN,HINT2
NBN,HMGCL
NBN,HPCAL1
NBN,HTRA2
NBN,IGSF9B
NBN,IL10
NBN,IL4
NBN,ING4
NBN,INO80B
NBN,IPO4
NBN,IRF3
NBN,IRF5
NBN,JPH2
NBN,JTB
NBN,JUND
NBN,KCNN2
NBN,KCTD16
NBN,KDM7A
NBN,KHDC1
NBN,KIAA2013
NBN,KLF5
NBN,KLHDC9
NBN,KLHL17
NBN,KLHL26
NBN,KLRG1
NBN,LACTB2
NBN,LAGE3
NBN,LARP7
NBN,LDB3
NBN,LENG9
NBN,LETM2
NBN,LGR6
NBN,LINC00324
NBN,LINC00431
NBN,LINC00528
NBN,LINC00957
NBN,LINC01091
NBN,LIPT1
NBN,LMNB1
NBN,LRRK2
NBN,LTB4R2
NBN,LY6G5C
NBN,LZTFL1
NBN,MAK
NBN,MAP1LC3B2
NBN,MAP3K10
NBN,MAZ
NBN,MBLAC1
NBN,MEA1
NBN,MED1
NBN,MED22
NBN,MEF2A
NBN,MEF2C
NBN,METTL23
NBN,MIB2
NBN,MNT
NBN,MRPL34
NBN,MRPL38
NBN,MRPL43
NBN,MRPS17
NBN,MRPS33
NBN,MST1
NBN,MTFP1
NBN,MTX1
NBN,MYC
NBN,MYH7B
NBN,NBN
NBN,NCALD
NBN,NCR3
NBN,NDOR1
NBN,NEAT1
NBN,NEDD9
NBN,NEK8
NBN,NFIX
NBN,NFKB1
NBN,NFKB2
NBN,NFXL1
NBN,NIP7
NBN,NME6
NBN,NOS1AP
NBN,NPAS4
NBN,NPHP1
NBN,NR2C1
NBN,NRSN2
NBN,NUDT8
NBN,NXPH4
NBN,NXT1
NBN,OCEL1
NBN,OGFOD2
NBN,OR2L13
NBN,ORAI3
NBN,ORMDL2
NBN,OSCAR
NBN,OTUB2
NBN,PAFAH2
NBN,PAOX
NBN,PCDH1
NBN,PCGF1
NBN,PELP1
NBN,PEX19
NBN,PEX6
NBN,PFKFB4
NBN,PGAP2
NBN,PGBD2
NBN,PHB
NBN,PIAS3
NBN,PINX1
NBN,PKIB
NBN,PKNOX1
NBN,PLEKHG7
NBN,PLOD3
NBN,POC1A
NBN,POLR2E
NBN,POLR2J
NBN,POMZP3
NBN,PPAN
NBN,PPFIA3
NBN,PPM1M
NBN,PPOX
NBN,PPP2R5B
NBN,PPT2-EGFL8
NBN,PSRC1
NBN,PTK2
NBN,PTPN13
NBN,PTPRG
NBN,QTRT1
NBN,RAB4B
NBN,RABAC1
NBN,RABGAP1L
NBN,RAD51
NBN,RAPGEF2
NBN,RAVER1
NBN,RBMS2
NBN,RBP5
NBN,RBPJ
NBN,RCAN1
NBN,RCOR1
NBN,REL
NBN,RELA
NBN,RELB
NBN,REST
NBN,RFX5
NBN,RHOG
NBN,RNF31
NBN,RPS17
NBN,RRNAD1
NBN,RSPH6A
NBN,RTEL1
NBN,RUFY4
NBN,RUNX3
NBN,RUSC1
NBN,RUVBL2
NBN,RXRA
NBN,SAC3D1
NBN,SCAF1
NBN,SCNM1
NBN,SERTAD3
NBN,SGSM2
NBN,SH2D2A
NBN,SHF
NBN,SIX5
NBN,SLC16A13
NBN,SLC22A4
NBN,SLC25A10
NBN,SLC25A39
NBN,SLC25A45
NBN,SLC26A6
NBN,SLC29A3
NBN,SLC35B2
NBN,SLC39A4
NBN,SLC44A2
NBN,SMAD5
NBN,SMARCD2
NBN,SMC1A
NBN,SMC3
NBN,SMIM6
NBN,SNRNP25
NBN,SNTB1
NBN,SPAG4
NBN,SPI1
NBN,SPSB1
NBN,SREBF1
NBN,SRF
NBN,STAT1
NBN,STAT5A
NBN,STOML2
NBN,SUPT20H
NBN,SUPT7L
NBN,SUZ12
NBN,SWI5
NBN,SYCE2
NBN,SYT11
NBN,SYVN1
NBN,TBP
NBN,TCF12
NBN,TCF3
NBN,TCF7
NBN,TDRKH
NBN,TESK1
NBN,TGM2
NBN,THAP3
NBN,THAP9
NBN,THOC6
NBN,THTPA
NBN,THYN1
NBN,TINF2
NBN,TLCD1
NBN,TLR5
NBN,TMEM130
NBN,TMEM179B
NBN,TMEM234
NBN,TMEM256
NBN,TMEM79
NBN,TNNI1
NBN,TRIM22
NBN,TRIM28
NBN,TRIM41
NBN,TRIM7
NBN,TSEN34
NBN,TSHZ2
NBN,TTC36
NBN,TTC4
NBN,TXLNB
NBN,TXNIP
NBN,UBXN1
NBN,USF1
NBN,USP35
NBN,VIPR1
NBN,WDR24
NBN,WDR31
NBN,WDR6
NBN,WDR74
NBN,WNT10A
NBN,WRAP53
NBN,YBX1
NBN,YIF1B
NBN,ZDHHC12
NBN,ZEB1
NBN,ZFAND2B
NBN,ZFYVE1
NBN,ZMAT5
NBN,ZMYM1
NBN,ZMYND12
NBN,ZNF143
NBN,ZNF207
NBN,ZNF211
NBN,ZNF274
NBN,ZNF295-AS1
NBN,ZNF354A
NBN,ZNF384
NBN,ZNF408
NBN,ZNF501
NBN,ZNF524
NBN,ZNF555
NBN,ZNF571
NBN,ZNF574
NBN,ZNF622
NBN,ZNF625
NBN,ZNF653
NBN,ZNF687
NBN,ZNF692
NBN,ZNF75A
NBN,ZNF764
NBN,ZNF768
NBN,ZNF846
NBN,ZSCAN29
NBN,ZZZ3
NFATC1,ABHD16A
NFATC1,ACP2
NFATC1,ACSM3
NFATC1,ADPRHL1
NFATC1,ALDH6A1
NFATC1,AMZ1
NFATC1,AP5S1
NFATC1,AQP3
NFATC1,ART3
NFATC1,ASH2L
NFATC1,ATF3
NFATC1,ATF7
NFATC1,ATP1A3
NFATC1,BACH1
NFATC1,BAIAP2
NFATC1,BATF
NFATC1,BCL7C
NFATC1,BCLAF1
NFATC1,BLOC1S1
NFATC1,BRCA1
NFATC1,BSPRY
NFATC1,C11orf65
NFATC1,C20orf96
NFATC1,C22orf46
NFATC1,C3orf18
NFATC1,C6orf226
NFATC1,C6orf99
NFATC1,CACNB3
NFATC1,CCL4
NFATC1,CDIP1
NFATC1,CHD2
NFATC1,CHRNA6
NFATC1,CITED2
NFATC1,CLEC7A
NFATC1,CLUAP1
NFATC1,CNPY4
NFATC1,COL5A3
NFATC1,CRAT
NFATC1,CRB1
NFATC1,CREM
NFATC1,DBNDD1
NFATC1,DGAT1
NFATC1,DIAPH3
NFATC1,DLG2
NFATC1,E4F1
NFATC1,EED
NFATC1,EFHD1
NFATC1,EFNB2
NFATC1,EIF2AK3
NFATC1,ELAVL3
NFATC1,ELF1
NFATC1,ELOF1
NFATC1,EVI2A
NFATC1,FAM161B
NFATC1,FAM219B
NFATC1,FBXO15
NFATC1,FCHO1
NFATC1,FKBP11
NFATC1,GDF9
NFATC1,GEMIN7
NFATC1,GGACT
NFATC1,GGT5
NFATC1,GLI1
NFATC1,GS1-124K5.4
NFATC1,GSDMD
NFATC1,GTF2H4
NFATC1,GYG2
NFATC1,HCG20
NFATC1,HDAC2
NFATC1,HMGCL
NFATC1,HPCAL1
NFATC1,HSP90B1
NFATC1,HSPA12B
NFATC1,IL10
NFATC1,IL11RA
NFATC1,ING4
NFATC1,IPO4
NFATC1,IRF4
NFATC1,IRF5
NFATC1,ITGA4
NFATC1,JUNB
NFATC1,KDM1A
NFATC1,KDM5A
NFATC1,KDM7A
NFATC1,LARP7
NFATC1,LENG9
NFATC1,LILRB4
NFATC1,LINC00431
NFATC1,LINC01119
NFATC1,LIPT1
NFATC1,LMNA
NFATC1,LZTFL1
NFATC1,MAK
NFATC1,MAP1LC3B2
NFATC1,MAZ
NFATC1,MCCD1
NFATC1,MEF2A
NFATC1,MEF2C
NFATC1,MNT
NFATC1,MRPL34
NFATC1,MRPS33
NFATC1,MTA3
NFATC1,MYH7B
NFATC1,NBN
NFATC1,NECAB3
NFATC1,NEDD9
NFATC1,NFKB1
NFATC1,NFKB2
NFATC1,NFXL1
NFATC1,NIP7
NFATC1,NME6
NFATC1,NOS1AP
NFATC1,NPAS4
NFATC1,NPEPL1
NFATC1,NR2C1
NFATC1,NRXN3
NFATC1,OGFRL1
NFATC1,OLAH
NFATC1,OSCAR
NFATC1,PCDH1
NFATC1,PDE1A
NFATC1,PEX6
NFATC1,PGBD2
NFATC1,PHOSPHO1
NFATC1,PINX1
NFATC1,PIP5K1B
NFATC1,PKIB
NFATC1,PLOD3
NFATC1,POLR2J
NFATC1,PPAN
NFATC1,PPFIA4
NFATC1,PPM1M
NFATC1,PPOX
NFATC1,PRR7
NFATC1,PTK2
NFATC1,QTRT1
NFATC1,RABGAP1L
NFATC1,RAVER1
NFATC1,RBP5
NFATC1,RBPJ
NFATC1,RCAN1
NFATC1,RCOR1
NFATC1,RFX5
NFATC1,RRNAD1
NFATC1,RSPH6A
NFATC1,RUNX3
NFATC1,SAMSN1
NFATC1,SCN5A
NFATC1,SCNM1
NFATC1,SCO2
NFATC1,SERTAD3
NFATC1,SGK1
NFATC1,SH2D2A
NFATC1,SH2D4B
NFATC1,SHF
NFATC1,SIGLEC5
NFATC1,SIX5
NFATC1,SLC25A10
NFATC1,SLC25A4
NFATC1,SLC25A45
NFATC1,SLC35B2
NFATC1,SMAD1
NFATC1,SMARCD2
NFATC1,SMC1A
NFATC1,SNTB1
NFATC1,STAT1
NFATC1,STAT3
NFATC1,STOML2
NFATC1,SUPT7L
NFATC1,SYCE2
NFATC1,SYVN1
NFATC1,TARDBP
NFATC1,TCF3
NFATC1,TDRKH
NFATC1,THAP3
NFATC1,THAP9
NFATC1,THYN1
NFATC1,TINF2
NFATC1,TLCD1
NFATC1,TLR5
NFATC1,TMEM144
NFATC1,TMEM79
NFATC1,TRIM22
NFATC1,TTC4
NFATC1,TXNIP
NFATC1,UBXN1
NFATC1,USF1
NFATC1,WDR24
NFATC1,WDR31
NFATC1,WDR6
NFATC1,WDR74
NFATC1,WNT10A
NFATC1,WRAP53
NFATC1,WWOX
NFATC1,ZBBX
NFATC1,ZEB1
NFATC1,ZFAND2B
NFATC1,ZMYM1
NFATC1,ZMYND12
NFATC1,ZNF24
NFATC1,ZNF408
NFATC1,ZNF687
NFATC1,ZNF768
NFATC1,ZNF846
NFATC1,ZP3
NFATC1,ZZZ3
NFATC3,AAAS
NFATC3,ABHD16A
NFATC3,ABTB2
NFATC3,ACOT2
NFATC3,ACP2
NFATC3,ACSM3
NFATC3,ACTR3C
NFATC3,ADPRHL1
NFATC3,AFF3
NFATC3,ALDH16A1
NFATC3,ALDH6A1
NFATC3,AMACR
NFATC3,AMZ1
NFATC3,ANXA2R
NFATC3,AP5S1
NFATC3,ARNT
NFATC3,ASH2L
NFATC3,ATF2
NFATC3,ATF3
NFATC3,ATF7
NFATC3,B3GNT7
NFATC3,BACH1
NFATC3,BATF2
NFATC3,BCLAF1
NFATC3,BHLHE40
NFATC3,BLOC1S1
NFATC3,BOLA1
NFATC3,BRCA1
NFATC3,BTN3A3
NFATC3,C11orf65
NFATC3,C17orf64
NFATC3,C19orf25
NFATC3,C1R
NFATC3,C20orf27
NFATC3,C20orf96
NFATC3,C22orf46
NFATC3,C3orf18
NFATC3,C6orf136
NFATC3,C6orf226
NFATC3,C6orf99
NFATC3,CACFD1
NFATC3,CAMKK1
NFATC3,CBX3
NFATC3,CBX5
NFATC3,CCDC110
NFATC3,CCDC157
NFATC3,CCDC3
NFATC3,CCL4
NFATC3,CD244
NFATC3,CD63
NFATC3,CD83
NFATC3,CDIP1
NFATC3,CEBPZ
NFATC3,CENPE
NFATC3,CHAC1
NFATC3,CHD2
NFATC3,CHD4
NFATC3,CHRNA6
NFATC3,CITED2
NFATC3,CLEC7A
NFATC3,CLN3
NFATC3,CNPY4
NFATC3,COMMD9
NFATC3,CRB1
NFATC3,CREB1
NFATC3,CREM
NFATC3,CRIM1
NFATC3,CTBP1
NFATC3,CUEDC2
NFATC3,DBNDD1
NFATC3,DDIT3
NFATC3,DGAT1
NFATC3,DIAPH3
NFATC3,DLG2
NFATC3,DNAJB2
NFATC3,DPCD
NFATC3,DPM3
NFATC3,DYNC2H1
NFATC3,E2F4
NFATC3,E2F8
NFATC3,E4F1
NFATC3,EBF1
NFATC3,EED
NFATC3,EFHB
NFATC3,EFHD1
NFATC3,EGR1
NFATC3,EGR2
NFATC3,EIF2AK3
NFATC3,ELAVL3
NFATC3,ELF1
NFATC3,ELOF1
NFATC3,EOMES
NFATC3,EP300
NFATC3,EPB41L4B
NFATC3,ESRP2
NFATC3,ESRRA
NFATC3,ETV1
NFATC3,FAM161B
NFATC3,FBXO15
NFATC3,FBXW5
NFATC3,FCHO1
NFATC3,FCRL5
NFATC3,FIBP
NFATC3,FKBP11
NFATC3,FKBPL
NFATC3,FOSB
NFATC3,FRMD4A
NFATC3,GATAD2B
NFATC3,GBP3
NFATC3,GDF9
NFATC3,GEMIN7
NFATC3,GGN
NFATC3,GGT5
NFATC3,GLCCI1
NFATC3,GLI1
NFATC3,GPR141
NFATC3,GS1-124K5.4
NFATC3,HCFC1
NFATC3,HDAC2
NFATC3,HDAC6
NFATC3,HENMT1
NFATC3,HINT2
NFATC3,HMGCL
NFATC3,HOXB2
NFATC3,HSPA1A
NFATC3,HSPA1B
NFATC3,HTRA2
NFATC3,IFFO1
NFATC3,IGSF9B
NFATC3,IL4
NFATC3,INO80B
NFATC3,IPO4
NFATC3,IRF4
NFATC3,IRF5
NFATC3,ITGA4
NFATC3,JUND
NFATC3,KCTD16
NFATC3,KDM1A
NFATC3,KHDC1
NFATC3,KLF5
NFATC3,KLHDC9
NFATC3,KLHL17
NFATC3,KLRG1
NFATC3,LACTB2
NFATC3,LARP7
NFATC3,LBH
NFATC3,LINC00324
NFATC3,LINC00528
NFATC3,LINC01091
NFATC3,LIPT1
NFATC3,LMNA
NFATC3,LRRK2
NFATC3,LTB4R2
NFATC3,LZTFL1
NFATC3,MAK
NFATC3,MAP1LC3B2
NFATC3,MAP3K10
NFATC3,MAZ
NFATC3,MBLAC1
NFATC3,MDK
NFATC3,MEA1
NFATC3,MED1
NFATC3,MED22
NFATC3,MEF2A
NFATC3,MEF2C
NFATC3,MIB2
NFATC3,MRPL43
NFATC3,MRPS33
NFATC3,MST1
NFATC3,MTFP1
NFATC3,MYC
NFATC3,MYH7B
NFATC3,MYOF
NFATC3,NBN
NFATC3,NCALD
NFATC3,NEAT1
NFATC3,NEDD9
NFATC3,NEK8
NFATC3,NFATC3
NFATC3,NFKB1
NFATC3,NFKB2
NFATC3,NFXL1
NFATC3,NIP7
NFATC3,NME6
NFATC3,NPAS4
NFATC3,NPC2
NFATC3,NRSN2
NFATC3,NRXN2
NFATC3,OGFOD2
NFATC3,OR2L13
NFATC3,ORAI3
NFATC3,OSCAR
NFATC3,PAFAH2
NFATC3,PARD6B
NFATC3,PDLIM2
NFATC3,PDXP
NFATC3,PELP1
NFATC3,PEX19
NFATC3,PFKFB4
NFATC3,PGAP2
NFATC3,PHB
NFATC3,PIAS3
NFATC3,PINX1
NFATC3,PKIB
NFATC3,PKNOX1
NFATC3,PLEKHG7
NFATC3,PLOD3
NFATC3,POC1A
NFATC3,POLR2E
NFATC3,POMZP3
NFATC3,PPAN
NFATC3,PPFIA3
NFATC3,PPM1M
NFATC3,PPOX
NFATC3,PRRT3
NFATC3,PSRC1
NFATC3,PTK2
NFATC3,PTPN13
NFATC3,PTPRG
NFATC3,QTRT1
NFATC3,RAB4B
NFATC3,RABGAP1L
NFATC3,RAD51
NFATC3,RBPJ
NFATC3,RCAN1
NFATC3,REEP4
NFATC3,REL
NFATC3,RELA
NFATC3,RELB
NFATC3,RFX5
NFATC3,RGS2
NFATC3,RHOG
NFATC3,RPS26
NFATC3,RTEL1
NFATC3,RUFY4
NFATC3,RUSC1
NFATC3,RUVBL2
NFATC3,S100A6
NFATC3,SAC3D1
NFATC3,SARS2
NFATC3,SCAF1
NFATC3,SCNM1
NFATC3,SERTAD1
NFATC3,SGSM2
NFATC3,SH2D2A
NFATC3,SHF
NFATC3,SKIL
NFATC3,SLAMF1
NFATC3,SLC16A13
NFATC3,SLC25A10
NFATC3,SLC25A45
NFATC3,SLC26A6
NFATC3,SLC35B2
NFATC3,SLC35C1
NFATC3,SLC39A4
NFATC3,SLC44A2
NFATC3,SMARCD2
NFATC3,SMC1A
NFATC3,SMIM6
NFATC3,SNRNP25
NFATC3,SNTB1
NFATC3,SP1
NFATC3,SPATC1L
NFATC3,SRF
NFATC3,STAG1
NFATC3,STAT1
NFATC3,STAT3
NFATC3,STAT5A
NFATC3,STOML2
NFATC3,SUPT20H
NFATC3,SUPT7L
NFATC3,SWI5
NFATC3,SYCE2
NFATC3,SYVN1
NFATC3,TAGAP
NFATC3,TARDBP
NFATC3,TBP
NFATC3,TBXA2R
NFATC3,TCF12
NFATC3,TCF7
NFATC3,TDRKH
NFATC3,TECPR2
NFATC3,TESK1
NFATC3,THAP3
NFATC3,THAP9
NFATC3,THOC6
NFATC3,THTPA
NFATC3,THYN1
NFATC3,TINF2
NFATC3,TLCD1
NFATC3,TLR4
NFATC3,TMEM177
NFATC3,TMEM234
NFATC3,TMEM256
NFATC3,TMEM53
NFATC3,TMEM79
NFATC3,TOP2A
NFATC3,TRIM22
NFATC3,TRIM41
NFATC3,TRIM7
NFATC3,TSEN34
NFATC3,TSHZ2
NFATC3,TTC4
NFATC3,TXLNB
NFATC3,TXNIP
NFATC3,UBXN1
NFATC3,UNKL
NFATC3,USF1
NFATC3,USP35
NFATC3,VWC2
NFATC3,WDR31
NFATC3,WDR6
NFATC3,WDR74
NFATC3,WNT10A
NFATC3,WRAP53
NFATC3,YBX1
NFATC3,YIF1B
NFATC3,ZBBX
NFATC3,ZBTB40
NFATC3,ZDHHC12
NFATC3,ZEB1
NFATC3,ZFYVE1
NFATC3,ZMAT5
NFATC3,ZMYM1
NFATC3,ZMYND12
NFATC3,ZNF143
NFATC3,ZNF169
NFATC3,ZNF207
NFATC3,ZNF211
NFATC3,ZNF274
NFATC3,ZNF295-AS1
NFATC3,ZNF35
NFATC3,ZNF384
NFATC3,ZNF408
NFATC3,ZNF501
NFATC3,ZNF524
NFATC3,ZNF574
NFATC3,ZNF600
NFATC3,ZNF622
NFATC3,ZNF653
NFATC3,ZNF687
NFATC3,ZNF691
NFATC3,ZNF732
NFATC3,ZNF75A
NFATC3,ZNF764
NFATC3,ZNF768
NFATC3,ZSCAN29
NFATC3,ZZZ3
NFE2,ALDH16A1
NFE2,ALDH6A1
NFE2,B3GALT6
NFE2,BHLHE40
NFE2,BLOC1S1
NFE2,BMP1
NFE2,BOLA1
NFE2,C12orf73
NFE2,CDIP1
NFE2,CLN3
NFE2,COMMD9
NFE2,EHMT2
NFE2,FKBPL
NFE2,FOXM1
NFE2,GAA
NFE2,KRT36
NFE2,LACTB2
NFE2,LZTFL1
NFE2,MAX
NFE2,RCAN1
NFE2,RHEBL1
NFE2,RUNX3
NFE2,RUSC1
NFE2,SCO2
NFE2,SLC16A13
NFE2,SLC35B2
NFE2,TCN2
NFE2,TSR3
NFE2,UBXN1
NFE2,WDR6
NFE2,WDR74
NFE2,YBX1
NFE2,ZBTB40
NFE2,ZNF207
NFE2,ZZZ3
NFIC,AAAS
NFIC,ABHD16A
NFIC,ACOT2
NFIC,ACP2
NFIC,ACSM3
NFIC,ADAMTS13
NFIC,ADARB2
NFIC,AFF3
NFIC,ALDH16A1
NFIC,ALDH6A1
NFIC,AMACR
NFIC,AMZ1
NFIC,ANXA2R
NFIC,AP3S2
NFIC,AP5S1
NFIC,APOBEC3F
NFIC,ARFRP1
NFIC,ARHGAP24
NFIC,ARHGEF17
NFIC,ASH2L
NFIC,ASPM
NFIC,ATF2
NFIC,ATF3
NFIC,ATF7
NFIC,B3GNT7
NFIC,BACH1
NFIC,BATF
NFIC,BCLAF1
NFIC,BHLHB9
NFIC,BHLHE40
NFIC,BOLA1
NFIC,BRCA1
NFIC,BRD4
NFIC,BTN3A3
NFIC,C11orf42
NFIC,C11orf65
NFIC,C19orf25
NFIC,C1QTNF6
NFIC,C1orf127
NFIC,C20orf96
NFIC,C22orf46
NFIC,C3orf18
NFIC,C6orf226
NFIC,C6orf99
NFIC,CABLES2
NFIC,CBX3
NFIC,CCDC157
NFIC,CCDC159
NFIC,CCL4
NFIC,CCNB3
NFIC,CD5
NFIC,CD63
NFIC,CDIP1
NFIC,CEBPB
NFIC,CEBPZ
NFIC,CHD1
NFIC,CITED2
NFIC,CLCF1
NFIC,CLCN1
NFIC,CLN3
NFIC,CLUAP1
NFIC,CNPY4
NFIC,COMMD9
NFIC,CORO2A
NFIC,CRB1
NFIC,CREB1
NFIC,CREB5
NFIC,CREM
NFIC,CRIM1
NFIC,CUX1
NFIC,CYP1B1
NFIC,CYS1
NFIC,DAZL
NFIC,DBNDD1
NFIC,DDIT3
NFIC,DIAPH3
NFIC,DLG2
NFIC,DNAJB2
NFIC,DPM3
NFIC,DRAM1
NFIC,DSCR9
NFIC,DYNC2H1
NFIC,E2F8
NFIC,E4F1
NFIC,EED
NFIC,EGR2
NFIC,EIF2AK3
NFIC,ELF1
NFIC,ELOF1
NFIC,ENPP2
NFIC,EP300
NFIC,ETS1
NFIC,ETV6
NFIC,EVI2A
NFIC,FAM161B
NFIC,FAM43A
NFIC,FBXO15
NFIC,FBXO36
NFIC,FCHO1
NFIC,FCRL5
NFIC,FHAD1
NFIC,FKBPL
NFIC,FOS
NFIC,FRMD4A
NFIC,GAA
NFIC,GATAD2B
NFIC,GDF9
NFIC,GEMIN7
NFIC,GLB1L
NFIC,GLCCI1
NFIC,GMPR
NFIC,GS1-124K5.4
NFIC,GSPT2
NFIC,GTF2H4
NFIC,HMGCL
NFIC,HTRA2
NFIC,IKZF1
NFIC,IL10
NFIC,IL11RA
NFIC,IL18RAP
NFIC,IL4
NFIC,ING4
NFIC,INO80B
NFIC,IPO4
NFIC,IRF4
NFIC,IRF5
NFIC,ITGA4
NFIC,KDM1A
NFIC,KDM5A
NFIC,KDM7A
NFIC,KHDC1
NFIC,KLHL17
NFIC,KLRG1
NFIC,LACTB2
NFIC,LARP7
NFIC,LILRB4
NFIC,LINC00324
NFIC,LIPT1
NFIC,LMNA
NFIC,LRGUK
NFIC,LRRC43
NFIC,LTB4R2
NFIC,MAK
NFIC,MAX
NFIC,MAZ
NFIC,MCOLN2
NFIC,MED22
NFIC,MEF2A
NFIC,MEF2C
NFIC,MIR24-2
NFIC,MRPL38
NFIC,MRPL43
NFIC,MRPS33
NFIC,MTA3
NFIC,MTFP1
NFIC,MTX1
NFIC,MUC22
NFIC,MYB
NFIC,MYH7B
NFIC,MYOF
NFIC,NBN
NFIC,NCALD
NFIC,NCR3
NFIC,NDOR1
NFIC,NEK8
NFIC,NFKB1
NFIC,NFKB2
NFIC,NFXL1
NFIC,NIP7
NFIC,NME6
NFIC,NOS1AP
NFIC,NPAS4
NFIC,NR2C1
NFIC,NR2C2
NFIC,NRXN3
NFIC,NXT1
NFIC,OGFOD2
NFIC,ORMDL2
NFIC,PAFAH2
NFIC,PDE1A
NFIC,PELP1
NFIC,PEX19
NFIC,PGAP2
NFIC,PGBD2
NFIC,PHB
NFIC,PINX1
NFIC,PIP5K1B
NFIC,PKIB
NFIC,PKNOX1
NFIC,PLEKHG7
NFIC,POLR2J
NFIC,POMZP3
NFIC,PPAN
NFIC,PPFIA3
NFIC,PPFIA4
NFIC,PPM1M
NFIC,PPOX
NFIC,PPP2R5B
NFIC,PRR16
NFIC,PRRT2
NFIC,PRRT3
NFIC,PSRC1
NFIC,PTK2
NFIC,PTPN13
NFIC,RABGAP1L
NFIC,RAD51
NFIC,RBBP5
NFIC,RBPJ
NFIC,RCAN1
NFIC,RCOR1
NFIC,REL
NFIC,RELA
NFIC,RFX5
NFIC,RHBDL3
NFIC,RHEBL1
NFIC,RPS26
NFIC,RUFY4
NFIC,RUNX3
NFIC,RUVBL2
NFIC,SAC3D1
NFIC,SAMSN1
NFIC,SCNM1
NFIC,SERPINB2
NFIC,SERTAD3
NFIC,SGSM2
NFIC,SH2D2A
NFIC,SH2D4B
NFIC,SHF
NFIC,SIGLEC5
NFIC,SIX5
NFIC,SKIL
NFIC,SLAMF1
NFIC,SLC25A4
NFIC,SLC25A45
NFIC,SLC35B2
NFIC,SLC6A16
NFIC,SMAD1
NFIC,SMARCD2
NFIC,SMC1A
NFIC,SNRNP25
NFIC,SP1
NFIC,SPATC1L
NFIC,STAG1
NFIC,STAT1
NFIC,STOML2
NFIC,SUPT20H
NFIC,SUPT7L
NFIC,SYCE2
NFIC,SYT11
NFIC,SYVN1
NFIC,TAGAP
NFIC,TARDBP
NFIC,TBP
NFIC,TCF12
NFIC,TCIRG1
NFIC,TDRKH
NFIC,TECPR2
NFIC,THAP9
NFIC,THTPA
NFIC,TINF2
NFIC,TLCD1
NFIC,TLR5
NFIC,TMEM102
NFIC,TMEM179B
NFIC,TMEM234
NFIC,TMEM256
NFIC,TMEM53
NFIC,TMEM79
NFIC,TP63
NFIC,TRIM41
NFIC,TRIM7
NFIC,TRMT61A
NFIC,TSR3
NFIC,TTC4
NFIC,TXNIP
NFIC,UBXN1
NFIC,UQCC2
NFIC,USF1
NFIC,UST
NFIC,VWC2
NFIC,WDR45B
NFIC,WDR6
NFIC,WDR74
NFIC,WNT10A
NFIC,WRAP53
NFIC,XBP1
NFIC,YBX1
NFIC,ZBBX
NFIC,ZDHHC12
NFIC,ZEB1
NFIC,ZFAND2B
NFIC,ZFP3
NFIC,ZFYVE1
NFIC,ZMYM1
NFIC,ZMYND12
NFIC,ZNF143
NFIC,ZNF169
NFIC,ZNF207
NFIC,ZNF211
NFIC,ZNF287
NFIC,ZNF295-AS1
NFIC,ZNF384
NFIC,ZNF408
NFIC,ZNF501
NFIC,ZNF524
NFIC,ZNF574
NFIC,ZNF622
NFIC,ZNF653
NFIC,ZNF687
NFIC,ZNF732
NFIC,ZNF768
NFIC,ZNF846
NFIC,ZZZ3
NFKB1,ADAMTS13
NFKB1,ADARB2
NFKB1,ADD2
NFKB1,AP1S1
NFKB1,ATP1B1
NFKB1,ATRNL1
NFKB1,B3GNT7
NFKB1,BAIAP2L2
NFKB1,BATF
NFKB1,BCL3
NFKB1,BLOC1S1
NFKB1,BSPRY
NFKB1,C3orf18
NFKB1,CAV2
NFKB1,CBX5
NFKB1,CCDC3
NFKB1,CCR10
NFKB1,CD83
NFKB1,CHD1
NFKB1,CHD4
NFKB1,CHST14
NFKB1,CLK3
NFKB1,CREB1
NFKB1,CREM
NFKB1,CTBP1
NFKB1,CYP7B1
NFKB1,DSCR9
NFKB1,EFNA5
NFKB1,ELF1
NFKB1,ENKD1
NFKB1,ENPP2
NFKB1,ETV6
NFKB1,FCHO1
