Gene1,Gene2
CTCF,ACOT2
CTCF,ACP2
CTCF,ACSS2
CTCF,ACTR3C
CTCF,ACVR1
CTCF,ADAM12
CTCF,ADAM32
CTCF,ADAMTS12
CTCF,ADAMTS13
CTCF,ADAMTSL2
CTCF,ADAMTSL4
CTCF,ADARB1
CTCF,ADD2
CTCF,ADPRHL1
CTCF,ADRA1B
CTCF,AJAP1
CTCF,AKAP12
CTCF,ALDH16A1
CTCF,ALDH6A1
CTCF,ALDOC
CTCF,ALKBH4
CTCF,AMACR
CTCF,AMPH
CTCF,AMZ1
CTCF,ANAPC11
CTCF,ANGPT1
CTCF,ANKK1
CTCF,ANKRD62
CTCF,ANKS6
CTCF,ANTXR1
CTCF,ANXA2R
CTCF,AP5B1
CTCF,AP5S1
CTCF,APOBEC3F
CTCF,AQP3
CTCF,ARF5
CTCF,ARFRP1
CTCF,ARHGAP24
CTCF,ARHGAP39
CTCF,ARHGAP6
CTCF,ARHGEF17
CTCF,ARHGEF4
CTCF,ARHGEF40
CTCF,ARL4A
CTCF,ATF3
CTCF,ATF7
CTCF,ATP1B1
CTCF,ATRNL1
CTCF,B3GALT1
CTCF,B3GALT6
CTCF,B3GNT7
CTCF,BACH1
CTCF,BACH2
CTCF,BAIAP2
CTCF,BAIAP3
CTCF,BATF2
CTCF,BBS5
CTCF,BCL11A
CTCF,BCL7C
CTCF,BCLAF1
CTCF,BEND4
CTCF,BHLHE40
CTCF,BMI1
CTCF,BMP1
CTCF,BRCA1
CTCF,BRD4
CTCF,BRMS1
CTCF,BTBD8
CTCF,C11orf65
CTCF,C11orf96
CTCF,C12orf73
CTCF,C17orf58
CTCF,C17orf64
CTCF,C19orf25
CTCF,C1QTNF6
CTCF,C1R
CTCF,C1orf127
CTCF,C1orf56
CTCF,C20orf27
CTCF,C20orf96
CTCF,C22orf46
CTCF,C3orf18
CTCF,C3orf36
CTCF,C3orf70
CTCF,C6orf136
CTCF,C6orf99
CTCF,CA11
CTCF,CA14
CTCF,CABLES2
CTCF,CACFD1
CTCF,CACNB3
CTCF,CADM2
CTCF,CAMKK1
CTCF,CAPSL
CTCF,CARD9
CTCF,CASC18
CTCF,CBFB
CTCF,CBX8
CTCF,CCDC110
CTCF,CCDC159
CTCF,CCDC3
CTCF,CCDC40
CTCF,CCDC80
CTCF,CCDC88A
CTCF,CCNB3
CTCF,CCR10
CTCF,CD160
CTCF,CD38
CTCF,CD63
CTCF,CD72
CTCF,CD83
CTCF,CD96
CTCF,CDC42EP1
CTCF,CDH22
CTCF,CDIP1
CTCF,CDK2AP2
CTCF,CDK5
CTCF,CDKL4
CTCF,CEBPB
CTCF,CEBPZ
CTCF,CELF5
CTCF,CENPF
CTCF,CERCAM
CTCF,CERKL
CTCF,CHAC1
CTCF,CHD2
CTCF,CHD4
CTCF,CHD7
CTCF,CHRNA5
CTCF,CHRNA6
CTCF,CHRNA7
CTCF,CHRNB1
CTCF,CHRND
CTCF,CHST14
CTCF,CITED2
CTCF,CKB
CTCF,CLCF1
CTCF,CLN3
CTCF,CLUAP1
CTCF,CMTM7
CTCF,CNGA1
CTCF,CNPY4
CTCF,CNTNAP3B
CTCF,CNTNAP4
CTCF,COBLL1
CTCF,COL13A1
CTCF,COL1A2
CTCF,COL27A1
CTCF,COLCA2
CTCF,COPZ2
CTCF,CORO2A
CTCF,CORO6
CTCF,CPE
CTCF,CRB2
CTCF,CREB1
CTCF,CREB3L2
CTCF,CREB5
CTCF,CREM
CTCF,CRIP3
CTCF,CSMD2
CTCF,CSMD3
CTCF,CTBP1
CTCF,CTCF
CTCF,CUX1
CTCF,CYP1B1
CTCF,CYP7B1
CTCF,CYS1
CTCF,DAAM2
CTCF,DBNDD1
CTCF,DCC
CTCF,DDIT3
CTCF,DEFB121
CTCF,DENND6B
CTCF,DGAT1
CTCF,DIAPH3
CTCF,DIRC3
CTCF,DKK2
CTCF,DLG2
CTCF,DLL3
CTCF,DMTN
CTCF,DNAH9
CTCF,DNAJB2
CTCF,DNAJB5
CTCF,DNAJC12
CTCF,DNER
CTCF,DNMT3B
CTCF,DRAM1
CTCF,DSCR9
CTCF,DUSP23
CTCF,DUSP9
CTCF,DYNC2H1
CTCF,E2F4
CTCF,E4F1
CTCF,EED
CTCF,EFHD1
CTCF,EFNB2
CTCF,EGR1
CTCF,EGR2
CTCF,EGR3
CTCF,EHMT2
CTCF,ELAVL3
CTCF,ELAVL4
CTCF,ELF1
CTCF,ELF5
CTCF,ELFN2
CTCF,ELK1
CTCF,ELN
CTCF,ELOF1
CTCF,ELOVL2
CTCF,ENKD1
CTCF,ENOX1
CTCF,ENPP1
CTCF,ENPP2
CTCF,EOMES
CTCF,EP300
CTCF,EPB41L4B
CTCF,EPHA1
CTCF,EPHA6
CTCF,EPHB6
CTCF,EPX
CTCF,ESPN
CTCF,ESRRA
CTCF,ETS1
CTCF,ETV6
CTCF,FAM107A
CTCF,FAM151B
CTCF,FAM161B
CTCF,FAM184A
CTCF,FAM214B
CTCF,FAM43A
CTCF,FAM83A
CTCF,FAXC
CTCF,FBXO15
CTCF,FBXW5
CTCF,FCHO1
CTCF,FCRL5
CTCF,FGFBP3
CTCF,FGFR4
CTCF,FHOD3
CTCF,FIBCD1
CTCF,FIBP
CTCF,FKBP10
CTCF,FKBP11
CTCF,FLRT3
CTCF,FLT3LG
CTCF,FOSB
CTCF,FOSL2
CTCF,FOXE1
CTCF,FOXM1
CTCF,FXYD3
CTCF,FZD5
CTCF,GAA
CTCF,GAB3
CTCF,GABRB1
CTCF,GALK1
CTCF,GALNT18
CTCF,GAMT
CTCF,GAS8
CTCF,GATA3
CTCF,GATAD2B
CTCF,GCHFR
CTCF,GDAP1L1
CTCF,GDF7
CTCF,GDF9
CTCF,GEMIN7
CTCF,GFRA3
CTCF,GGACT
CTCF,GGT5
CTCF,GGT7
CTCF,GJC1
CTCF,GLCCI1
CTCF,GLI1
CTCF,GMPR
CTCF,GNAI1
CTCF,GPR153
CTCF,GPR19
CTCF,GPRASP2
CTCF,GRAP
CTCF,GRIA1
CTCF,GRIA4
CTCF,GRIN2A
CTCF,GRIN2B
CTCF,GRIN2D
CTCF,GRM1
CTCF,GS1-124K5.4
CTCF,GSDMD
CTCF,GSG1L
CTCF,GSTT1
CTCF,GTF2H4
CTCF,HAPLN1
CTCF,HAS2
CTCF,HCN1
CTCF,HCN3
CTCF,HDAC2
CTCF,HDAC7
CTCF,HDGF
CTCF,HECW2
CTCF,HIGD1C
CTCF,HINT2
CTCF,HOMER3
CTCF,HOXB2
CTCF,HPCAL1
CTCF,HPX
CTCF,HSPA1A
CTCF,HTR3B
CTCF,HTRA2
CTCF,HUNK
CTCF,HYKK
CTCF,IBA57
CTCF,IFFO1
CTCF,IFNG
CTCF,IGFBP3
CTCF,IGFBP5
CTCF,IGFL4
CTCF,IGSF8
CTCF,IKZF1
CTCF,IKZF2
CTCF,IL12B
CTCF,IL17REL
CTCF,IL1RAPL1
CTCF,ILK
CTCF,IMMP2L
CTCF,IMPA2
CTCF,INO80B
CTCF,IPO4
CTCF,IQCA1
CTCF,IRF3
CTCF,IRF4
CTCF,IRF5
CTCF,IRS1
CTCF,ITGA2
CTCF,ITGA4
CTCF,ITGB4
CTCF,ITLN2
CTCF,JAM2
CTCF,JTB
CTCF,JUND
CTCF,KCNH3
CTCF,KCNH4
CTCF,KCNK12
CTCF,KCNK5
CTCF,KCNMA1
CTCF,KCNN2
CTCF,KCNS2
CTCF,KCNS3
CTCF,KCTD15
CTCF,KCTD16
CTCF,KCTD6
CTCF,KDM1A
CTCF,KDM5A
CTCF,KDM7A
CTCF,KEL
CTCF,KHDC1
CTCF,KIAA2013
CTCF,KIF6
CTCF,KIFC2
CTCF,KLC3
CTCF,KLF5
CTCF,KLF9
CTCF,KLHDC9
CTCF,KLHL17
CTCF,KLHL26
CTCF,KLHL29
CTCF,KLRG1
CTCF,LACTB2
CTCF,LARP7
CTCF,LBH
CTCF,LDHC
CTCF,LENG9
CTCF,LETM2
CTCF,LGI1
CTCF,LGR6
CTCF,LINC00324
CTCF,LINC00423
CTCF,LINC00957
CTCF,LINC01091
CTCF,LINC01140
CTCF,LINC01141
CTCF,LIPT1
CTCF,LIX1
CTCF,LMNA
CTCF,LMNB1
CTCF,LMO1
CTCF,LOXHD1
CTCF,LRFN2
CTCF,LRP4
CTCF,LRRC4C
CTCF,LRRC71
CTCF,LRRC9
CTCF,LRRK2
CTCF,LTB4R2
CTCF,LY6G5C
CTCF,LYL1
CTCF,LYRM9
CTCF,LZTS3
CTCF,MAGIX
CTCF,MALL
CTCF,MAMDC4
CTCF,MAML3
CTCF,MAN1C1
CTCF,MAP1LC3B
CTCF,MAP1LC3B2
CTCF,MAP3K10
CTCF,MAP6
CTCF,MAPT
CTCF,MARVELD1
CTCF,MATN4
CTCF,MAX
CTCF,MAZ
CTCF,MCF2L
CTCF,MCOLN2
CTCF,MDK
CTCF,MED12L
CTCF,MED13L
CTCF,MED22
CTCF,MEF2A
CTCF,MEF2C
CTCF,MEG3
CTCF,MEI1
CTCF,MEI4
CTCF,MET
CTCF,METTL23
CTCF,MFGE8
CTCF,MIR155HG
CTCF,MIR1587
CTCF,MKI67
CTCF,MLLT1
CTCF,MMP11
CTCF,MMP16
CTCF,MMP17
CTCF,MNT
CTCF,MORC4
CTCF,MRGPRF
CTCF,MRPL34
CTCF,MRPL38
CTCF,MRPL43
CTCF,MRPS17
CTCF,MRPS26
CTCF,MRPS33
CTCF,MS4A15
CTCF,MS4A6E
CTCF,MST1
CTCF,MTA2
CTCF,MTFP1
CTCF,MTSS1
CTCF,MTUS2
CTCF,MTX1
CTCF,MXD3
CTCF,MXI1
CTCF,MYC
CTCF,MYEOV
CTCF,MYH7B
CTCF,MYO10
CTCF,MYO15B
CTCF,MYO1H
CTCF,MYO5B
CTCF,MYOF
CTCF,NAAA
CTCF,NAV2
CTCF,NBN
CTCF,NBPF20
CTCF,NCALD
CTCF,NECAB3
CTCF,NEDD9
CTCF,NEK8
CTCF,NELL2
CTCF,NFATC1
CTCF,NFATC3
CTCF,NFE2
CTCF,NFIC
CTCF,NFIX
CTCF,NFKB1
CTCF,NFKB2
CTCF,NFXL1
CTCF,NFYB
CTCF,NIP7
CTCF,NKX3-1
CTCF,NLGN1
CTCF,NME6
CTCF,NMU
CTCF,NOL4
CTCF,NOTUM
CTCF,NPAS4
CTCF,NPC2
CTCF,NPEPL1
CTCF,NPFFR1
CTCF,NPM2
CTCF,NPTX1
CTCF,NR1I2
CTCF,NR2C1
CTCF,NR2C2
CTCF,NRARP
CTCF,NRF1
CTCF,NRG1
CTCF,NRG2
CTCF,NRXN2
CTCF,NSG2
CTCF,NSMF
CTCF,NTM
CTCF,NUAK2
CTCF,NUDT8
CTCF,NXT1
CTCF,OCEL1
CTCF,OCLN
CTCF,OGFRL1
CTCF,OLFM2
CTCF,OPN5
CTCF,OR2L13
CTCF,ORAI3
CTCF,OSBPL1A
CTCF,OSCAR
CTCF,P2RY1
CTCF,PAFAH2
CTCF,PAQR7
CTCF,PARD6B
CTCF,PAX5
CTCF,PCDH1
CTCF,PCDH18
CTCF,PCDHGA1
CTCF,PCED1B
CTCF,PCGF1
CTCF,PCOLCE
CTCF,PCP4
CTCF,PDE1A
CTCF,PDE1C
CTCF,PDE4D
CTCF,PDGFD
CTCF,PDLIM2
CTCF,PEAR1
CTCF,PFKFB4
CTCF,PGAP2
CTCF,PGBD2
CTCF,PHOSPHO1
CTCF,PINX1
CTCF,PIP5K1B
CTCF,PITPNC1
CTCF,PIWIL3
CTCF,PKHD1
CTCF,PKIB
CTCF,PKNOX1
CTCF,PLA2G10
CTCF,PLCB1
CTCF,PLCL1
CTCF,PLD5
CTCF,PLOD3
CTCF,PML
CTCF,PNPLA7
CTCF,POC1A
CTCF,POLR2J
CTCF,POMZP3
CTCF,POU2F2
CTCF,PPAN
CTCF,PPARG
CTCF,PPDPF
CTCF,PPFIA3
CTCF,PPL
CTCF,PPOX
CTCF,PPP2R5B
CTCF,PPT2-EGFL8
CTCF,PRDM11
CTCF,PRDM15
CTCF,PREB
CTCF,PRKAR2B
CTCF,PRKCG
CTCF,PRKCQ-AS1
CTCF,PROB1
CTCF,PROCA1
CTCF,PRR16
CTCF,PRR7
CTCF,PRRT3
CTCF,PSD3
CTCF,PSRC1
CTCF,PTK2
CTCF,PTK2B
CTCF,PTPN13
CTCF,QTRT1
CTCF,RABAC1
CTCF,RABGAP1L
CTCF,RAD21
CTCF,RAD51
CTCF,RADIL
CTCF,RAI14
CTCF,RALGPS2
CTCF,RAPGEF2
CTCF,RAPGEF3
CTCF,RASA4
CTCF,RASGEF1C
CTCF,RASIP1
CTCF,RASL11B
CTCF,RASSF6
CTCF,RASSF8
CTCF,RAVER1
CTCF,RBBP5
CTCF,RBPJ
CTCF,RCAN1
CTCF,RCOR1
CTCF,REEP4
CTCF,REL
CTCF,RELA
CTCF,RELL2
CTCF,REST
CTCF,REXO2
CTCF,RFX5
CTCF,RGMA
CTCF,RGS2
CTCF,RGS6
CTCF,RGS7BP
CTCF,RHBDL3
CTCF,RHEBL1
CTCF,RHOG
CTCF,RILPL1
CTCF,RIMKLB
CTCF,RNF31
CTCF,RPS17
CTCF,RPS26
CTCF,RPSAP58
CTCF,RRH
CTCF,RRNAD1
CTCF,RSPH6A
CTCF,RTN2
CTCF,RTN4RL1
CTCF,RUFY4
CTCF,RUNX3
CTCF,RUSC1
CTCF,RUVBL2
CTCF,RXRA
CTCF,RYR2
CTCF,S100A1
CTCF,S1PR2
CTCF,SAMD14
CTCF,SAMD5
CTCF,SARS2
CTCF,SCAMP5
CTCF,SCARA5
CTCF,SCG2
CTCF,SCN1A
CTCF,SCN3A
CTCF,SCN5A
CTCF,SCNM1
CTCF,SCO2
CTCF,SDC1
CTCF,SEL1L3
CTCF,SEMA3C
CTCF,SEMA5A
CTCF,SEMA5B
CTCF,SEMA6B
CTCF,SERTAD1
CTCF,SERTAD3
CTCF,SETBP1
CTCF,SGK1
CTCF,SGSM2
CTCF,SH2D4B
CTCF,SH3GL3
CTCF,SH3GLB2
CTCF,SHF
CTCF,SIN3A
CTCF,SIPA1L2
CTCF,SIX5
CTCF,SKIL
CTCF,SLC10A3
CTCF,SLC12A3
CTCF,SLC16A3
CTCF,SLC16A5
CTCF,SLC22A18
CTCF,SLC22A18AS
CTCF,SLC22A4
CTCF,SLC25A10
CTCF,SLC25A39
CTCF,SLC25A4
CTCF,SLC25A45
CTCF,SLC26A6
CTCF,SLC29A3
CTCF,SLC30A10
CTCF,SLC30A4
CTCF,SLC31A2
CTCF,SLC35B2
CTCF,SLC35C1
CTCF,SLC48A1
CTCF,SLC5A10
CTCF,SLC6A8
CTCF,SLC8A3
CTCF,SLC8B1
CTCF,SLC9C1
CTCF,SLIT3
CTCF,SMAD1
CTCF,SMARCD2
CTCF,SMC1A
CTCF,SMC3
CTCF,SMIM5
CTCF,SNRNP25
CTCF,SOCS1
CTCF,SOCS3
CTCF,SORCS2
CTCF,SORCS3
CTCF,SP1
CTCF,SPAG4
CTCF,SPATC1L
CTCF,SPI1
CTCF,SPNS2
CTCF,SPSB2
CTCF,SRCIN1
CTCF,SRF
CTCF,SRRM4
CTCF,ST3GAL1
CTCF,STAG1
CTCF,STAT1
CTCF,STAT3
CTCF,STK32B
CTCF,STOML1
CTCF,STOML2
CTCF,STON1
CTCF,STOX1
CTCF,STRN4
CTCF,SUPT20H
CTCF,SUPT7L
CTCF,SUSD4
CTCF,SWI5
CTCF,SYN1
CTCF,SYNE2
CTCF,SYNPO2
CTCF,SYT11
CTCF,TAGAP
CTCF,TBP
CTCF,TBPL2
CTCF,TBX21
CTCF,TCEA2
CTCF,TCF12
CTCF,TCF3
CTCF,TCF7
CTCF,TCF7L1
CTCF,TCIRG1
CTCF,TCN2
CTCF,TDRKH
CTCF,TEAD3
CTCF,TENM4
CTCF,TESK1
CTCF,TFAP2A
CTCF,TGM2
CTCF,THAP3
CTCF,THAP9
CTCF,THBS1
CTCF,THRA
CTCF,THRB
CTCF,THYN1
CTCF,TINF2
CTCF,TK2
CTCF,TLCD1
CTCF,TLR3
CTCF,TLR5
CTCF,TMC5
CTCF,TMEM102
CTCF,TMEM150C
CTCF,TMEM158
CTCF,TMEM179B
CTCF,TMEM234
CTCF,TMEM256
CTCF,TMEM40
CTCF,TMEM53
CTCF,TMEM79
CTCF,TNNT3
CTCF,TNR
CTCF,TOP2A
CTCF,TOX
CTCF,TP53INP2
CTCF,TPD52L1
CTCF,TPH2
CTCF,TPM1
CTCF,TPRG1
CTCF,TRABD2B
CTCF,TRIB2
CTCF,TRIM2
CTCF,TRIM28
CTCF,TRIM41
CTCF,TRIM65
CTCF,TRPC4
CTCF,TRPM3
CTCF,TRPM8
CTCF,TRPT1
CTCF,TSEN34
CTCF,TSHZ2
CTCF,TSPAN16
CTCF,TSPAN2
CTCF,TSR3
CTCF,TTC34
CTCF,TTC36
CTCF,TTC4
CTCF,TTC7B
CTCF,TTLL1
CTCF,TTYH1
CTCF,TUBB2B
CTCF,TXLNB
CTCF,TXNRD2
CTCF,U2AF1L4
CTCF,UBTF
CTCF,UBXN1
CTCF,UGT2B17
CTCF,UNC5C
CTCF,UNC93B1
CTCF,UNKL
CTCF,UQCC2
CTCF,USF2
CTCF,UST
CTCF,VDR
CTCF,VIPR1
CTCF,VSTM2L
CTCF,VWA2
CTCF,VWC2
CTCF,WDR31
CTCF,WDR45B
CTCF,WDR6
CTCF,WDR74
CTCF,WDR88
CTCF,WFDC2
CTCF,WRAP53
CTCF,WRNIP1
CTCF,WSCD2
CTCF,WWOX
CTCF,XKR4
CTCF,XPNPEP2
CTCF,YBEY
CTCF,YBX1
CTCF,YIF1B
CTCF,YPEL2
CTCF,YY1
CTCF,ZBBX
CTCF,ZBTB33
CTCF,ZBTB4
CTCF,ZBTB40
CTCF,ZBTB9
CTCF,ZDHHC12
CTCF,ZDHHC14
CTCF,ZDHHC24
CTCF,ZEB1
CTCF,ZFAND2B
CTCF,ZFP3
CTCF,ZFYVE1
CTCF,ZMYM1
CTCF,ZMYND12
CTCF,ZNF143
CTCF,ZNF211
CTCF,ZNF217
CTCF,ZNF24
CTCF,ZNF274
CTCF,ZNF295-AS1
CTCF,ZNF319
CTCF,ZNF354A
CTCF,ZNF354B
CTCF,ZNF385D
CTCF,ZNF408
CTCF,ZNF423
CTCF,ZNF524
CTCF,ZNF536
CTCF,ZNF555
CTCF,ZNF568
CTCF,ZNF592
CTCF,ZNF600
CTCF,ZNF620
CTCF,ZNF622
CTCF,ZNF687
CTCF,ZNF691
CTCF,ZNF692
CTCF,ZNF70
CTCF,ZNF75A
CTCF,ZNF764
CTCF,ZNF768
CTCF,ZNF804A
CTCF,ZNF846
CTCF,ZSCAN29
CTCF,ZXDA
CTCF,ZXDB
CTCF,ZZZ3
CUX1,ABHD16A
CUX1,ADARB2
CUX1,ALDH16A1
CUX1,ARNT
CUX1,ATF3
CUX1,BATF
CUX1,C1QTNF6
CUX1,CCL4
CUX1,CD244
CUX1,CREM
CUX1,CUX1
CUX1,DBNDD1
CUX1,EED
CUX1,ETS1
CUX1,FBXW5
CUX1,HDGF
CUX1,HMGCL
CUX1,HTRA2
CUX1,IKZF2
CUX1,IL10
CUX1,IL4
CUX1,INO80B
CUX1,IPO4
CUX1,KLHDC9
CUX1,LMNA
CUX1,MAP1LC3B
CUX1,METTL23
CUX1,MRPL34
CUX1,NIP7
CUX1,NPAS4
CUX1,PPAN
CUX1,PRRT3
CUX1,PTPN13
CUX1,RBPJ
CUX1,RCAN1
CUX1,SCNM1
CUX1,SH2D4B
CUX1,SIX5
CUX1,SLAMF1
CUX1,SLC44A2
CUX1,SPATC1L
CUX1,TBP
CUX1,TRIM7
CUX1,TTC36
CUX1,WDR45B
CUX1,WDR74
CUX1,ZNF408
DPF2,AAAS
DPF2,ABHD16A
DPF2,ACAP3
DPF2,ACOT2
DPF2,ACOT8
DPF2,ACP2
DPF2,ACSM3
DPF2,ACSS2
DPF2,ACTR3C
DPF2,ADARB1
DPF2,ADARB2
DPF2,AFF3
DPF2,AGPAT2
DPF2,AK7
DPF2,AKR7A2
DPF2,ALDH6A1
DPF2,ALKBH4
DPF2,AMACR
DPF2,AMZ1
DPF2,ANAPC11
DPF2,ANKS6
DPF2,ANXA2R
DPF2,AP3S2
DPF2,AP5B1
DPF2,AP5S1
DPF2,AQP3
DPF2,ARF5
DPF2,ARFRP1
DPF2,ARHGAP24
DPF2,ARHGAP33
DPF2,ARHGEF17
DPF2,ARL4A
DPF2,ART3
DPF2,ARVCF
DPF2,ASH2L
DPF2,ASPM
DPF2,ATF2
DPF2,ATF3
DPF2,ATF7
DPF2,ATP1A3
DPF2,ATP1B1
DPF2,B3GALT6
DPF2,BACH1
DPF2,BAIAP3
DPF2,BCLAF1
DPF2,BHLHE40
DPF2,BIN1
DPF2,BLOC1S1
DPF2,BMP1
DPF2,BRCA1
DPF2,C12orf73
DPF2,C17orf58
DPF2,C17orf64
DPF2,C19orf25
DPF2,C1QTNF6
DPF2,C1orf127
DPF2,C1orf198
DPF2,C20orf27
DPF2,C22orf46
DPF2,C3orf18
DPF2,C6orf136
DPF2,C6orf226
DPF2,C6orf99
DPF2,CABLES2
DPF2,CACFD1
DPF2,CACNB3
DPF2,CAMKK1
DPF2,CBFB
DPF2,CBX5
DPF2,CCDC110
DPF2,CCDC157
DPF2,CCDC3
DPF2,CCDC40
DPF2,CCDC88A
DPF2,CCR10
DPF2,CD244
DPF2,CD38
DPF2,CD63
DPF2,CD72
DPF2,CD83
DPF2,CDIP1
DPF2,CDK5
DPF2,CENPF
DPF2,CERCAM
DPF2,CHD7
DPF2,CHRNA6
DPF2,CITED2
DPF2,CLEC7A
DPF2,CLK3
DPF2,CLN3
DPF2,CLPP
DPF2,CLTCL1
DPF2,CLUAP1
DPF2,CMTM7
DPF2,CNPY4
DPF2,CORO6
DPF2,CPQ
DPF2,CRAT
DPF2,CRB1
DPF2,CREB1
DPF2,CREB3L2
DPF2,CREB5
DPF2,CREM
DPF2,CRIP3
DPF2,CTBP1
DPF2,CUX1
DPF2,CYP1B1
DPF2,CYP4F12
DPF2,CYS1
DPF2,DBNDD1
DPF2,DDIT3
DPF2,DENND6B
DPF2,DGAT1
DPF2,DIAPH3
DPF2,DLG2
DPF2,DMTN
DPF2,DNAJB2
DPF2,DNAJB5
DPF2,DOK7
DPF2,DPCD
DPF2,DPM2
DPF2,DRAM1
DPF2,DSCR9
DPF2,DYNC2H1
DPF2,E2F4
DPF2,E4F1
DPF2,EED
DPF2,EEPD1
DPF2,EFHB
DPF2,EFNB2
DPF2,EGR2
DPF2,EGR3
DPF2,EIF2AK3
DPF2,ELF1
DPF2,ELOF1
DPF2,EMX1
DPF2,EOMES
DPF2,EP300
DPF2,EPB41L4B
DPF2,EPHB6
DPF2,EREG
DPF2,ESRRA
DPF2,ETS1
DPF2,ETV1
DPF2,ETV6
DPF2,FAM161B
DPF2,FAM219B
DPF2,FBXO15
DPF2,FBXO27
DPF2,FBXO36
DPF2,FBXW5
DPF2,FCHO1
DPF2,FGFBP3
DPF2,FKBP10
DPF2,FKBP11
DPF2,FLT3LG
DPF2,FOS
DPF2,FOSL2
DPF2,FOXK2
DPF2,FOXM1
DPF2,FOXRED2
DPF2,FRMD4A
DPF2,FXYD3
DPF2,GAA
DPF2,GALK1
DPF2,GALNT18
DPF2,GATAD2B
DPF2,GCHFR
DPF2,GDF9
DPF2,GEMIN7
DPF2,GGACT
DPF2,GLCCI1
DPF2,GPR141
DPF2,GPR19
DPF2,GRIN2A
DPF2,GS1-124K5.4
DPF2,GSDMD
DPF2,GSTT1
DPF2,HAGHL
DPF2,HCFC1
DPF2,HCG20
DPF2,HDAC2
DPF2,HDGF
DPF2,HENMT1
DPF2,HINT2
DPF2,HMGCL
DPF2,HOXB2
DPF2,HPCAL1
DPF2,HSP90B1
DPF2,HSPA1B
DPF2,HTRA2
DPF2,HYKK
DPF2,IBA57
DPF2,IGSF9B
DPF2,IKZF1
DPF2,IKZF2
DPF2,IL10
DPF2,IL12B
DPF2,IL1R1
DPF2,IL4
DPF2,ILK
DPF2,IMMP2L
DPF2,ING4
DPF2,IPO4
DPF2,IRF5
DPF2,ITGA4
DPF2,JTB
DPF2,KANK3
DPF2,KCNMA1
DPF2,KCNN2
DPF2,KCTD16
DPF2,KDM7A
DPF2,KHDC1
DPF2,KIF6
DPF2,KLHDC9
DPF2,LACTB2
DPF2,LDB3
DPF2,LENG9
DPF2,LETM2
DPF2,LGALSL
DPF2,LILRB4
DPF2,LINC00324
DPF2,LINC00431
DPF2,LINC00957
DPF2,LINC01091
DPF2,LINC01140
DPF2,LIPT1
DPF2,LMNA
DPF2,LRRC43
DPF2,LRRK2
DPF2,LTB4R2
DPF2,LYRM9
DPF2,LZTS3
DPF2,MAK
DPF2,MAML3
DPF2,MAN1C1
DPF2,MAP1LC3B
DPF2,MAP1LC3B2
DPF2,MARVELD1
DPF2,MAX
DPF2,MAZ
DPF2,MBLAC1
DPF2,MDK
DPF2,MEA1
DPF2,MEF2A
DPF2,MEF2B
DPF2,MEF2C
DPF2,METTL23
DPF2,MIB2
DPF2,MIR155HG
DPF2,MLLT1
DPF2,MRPL38
DPF2,MRPL43
DPF2,MRPS17
DPF2,MRPS33
DPF2,MST1
DPF2,MTA2
DPF2,MTFP1
DPF2,MTX1
DPF2,MYH7B
DPF2,MYO15B
DPF2,MYO16
DPF2,MYO5B
DPF2,MYOF
DPF2,NBEA
DPF2,NBN
DPF2,NCALD
DPF2,NCR3
DPF2,NDOR1
DPF2,NEDD9
DPF2,NFKB1
DPF2,NFKB2
DPF2,NFXL1
DPF2,NIP7
DPF2,NKX3-1
DPF2,NME6
DPF2,NOS1AP
DPF2,NOTUM
DPF2,NPM2
DPF2,NR2C1
DPF2,NR2C2
DPF2,NRG2
DPF2,NRSN2
DPF2,NRXN2
DPF2,NSUN7
DPF2,NUDT8
DPF2,NXT1
DPF2,OCEL1
DPF2,OCLN
DPF2,OGFOD2
DPF2,OGFRL1
DPF2,OLFM2
DPF2,OPN5
DPF2,ORMDL2
DPF2,OSCAR
DPF2,OTUB2
DPF2,OTUD1
DPF2,PAOX
DPF2,PARD6B
DPF2,PBX1
DPF2,PCDH1
DPF2,PCDH9
DPF2,PDE1A
DPF2,PDLIM2
DPF2,PDXP
DPF2,PELP1
DPF2,PER1
DPF2,PEX6
DPF2,PGAP2
DPF2,PGBD2
DPF2,PIAS3
DPF2,PKIB
DPF2,PKNOX1
DPF2,PLCL1
DPF2,PLEKHG7
DPF2,PLLP
DPF2,PLOD3
DPF2,PNPLA7
DPF2,POC1A
DPF2,POLR2E
DPF2,POMZP3
DPF2,PPAN
DPF2,PPFIA3
DPF2,PPM1M
DPF2,PPT2-EGFL8
DPF2,PRDM11
DPF2,PREB
DPF2,PRKCQ-AS1
DPF2,PRR7
DPF2,PSRC1
DPF2,PYCR1
DPF2,QTRT1
DPF2,RAB36
DPF2,RAB40B
DPF2,RAB4B
DPF2,RABGAP1L
DPF2,RAD51
DPF2,RAPGEF2
DPF2,RBBP5
DPF2,RBP5
DPF2,RBPJ
DPF2,RCAN1
DPF2,RCOR1
DPF2,REEP4
DPF2,REL
DPF2,RELA
DPF2,REST
DPF2,RFX5
DPF2,RGS6
DPF2,RHBDL3
DPF2,RHEBL1
DPF2,RPS17
DPF2,RPS26
DPF2,RTEL1
DPF2,RUFY4
DPF2,RUNX3
DPF2,RUSC1
DPF2,RUVBL2
DPF2,S1PR2
DPF2,SAC3D1
DPF2,SARS2
DPF2,SCNM1
DPF2,SCO2
DPF2,SERTAD1
DPF2,SERTAD3
DPF2,SETBP1
DPF2,SFXN3
