Gene1,Gene2
ETS1,TOMM40L
ETS1,TOX4
ETS1,TP53
ETS1,TP53RK
ETS1,TPR
ETS1,TRAF4
ETS1,TRIM24
ETS1,TRMT12
ETS1,TRMT61A
ETS1,TSC22D4
ETS1,TSNAXIP1
ETS1,TSPAN12
ETS1,TTC17
ETS1,TTC5
ETS1,U2AF1
ETS1,U2SURP
ETS1,UBASH3A
ETS1,UBE3C
ETS1,UBOX5
ETS1,UBR4
ETS1,UCK1
ETS1,UGDH
ETS1,ULK3
ETS1,URI1
ETS1,USF1
ETS1,USP15
ETS1,USP21
ETS1,VAMP1
ETS1,VCL
ETS1,VWA5A
ETS1,WIZ
ETS1,WRN
ETS1,WWOX
ETS1,ZBTB17
ETS1,ZBTB26
ETS1,ZBTB33
ETS1,ZBTB6
ETS1,ZC3H8
ETS1,ZCCHC7
ETS1,ZDHHC14
ETS1,ZFP1
ETS1,ZFP90
ETS1,ZHX1
ETS1,ZKSCAN1
ETS1,ZNF112
ETS1,ZNF133
ETS1,ZNF148
ETS1,ZNF17
ETS1,ZNF174
ETS1,ZNF175
ETS1,ZNF184
ETS1,ZNF227
ETS1,ZNF235
ETS1,ZNF239
ETS1,ZNF280A
ETS1,ZNF282
ETS1,ZNF3
ETS1,ZNF324
ETS1,ZNF384
ETS1,ZNF398
ETS1,ZNF410
ETS1,ZNF445
ETS1,ZNF449
ETS1,ZNF45
ETS1,ZNF497
ETS1,ZNF501
ETS1,ZNF512
ETS1,ZNF548
ETS1,ZNF551
ETS1,ZNF582
ETS1,ZNF584
ETS1,ZNF586
ETS1,ZNF589
ETS1,ZNF596
ETS1,ZNF619
ETS1,ZNF639
ETS1,ZNF644
ETS1,ZNF649
ETS1,ZNF655
ETS1,ZNF668
ETS1,ZNF691
ETS1,ZNF7
ETS1,ZNF707
ETS1,ZNF717
ETS1,ZNF740
ETS1,ZNF75A
ETS1,ZNF766
ETS1,ZNF778
ETS1,ZNF780A
ETS1,ZNF79
ETS1,ZNF830
ETS1,ZNF84
ETS1,ZNF862
ETS1,ZRANB2
ETS1,ZSCAN2
ETS1,ZSCAN32
ETS1,ZZZ3
ETS2,BCLAF1
ETS2,PI4KA
ETV1,ABHD16A
ETV1,ACOT8
ETV1,ADNP
ETV1,AFF1
ETV1,ANXA2R
ETV1,AP2S1
ETV1,APOM
ETV1,ARAP1
ETV1,ARL15
ETV1,ATF4
ETV1,ATF6
ETV1,BATF2
ETV1,BBS10
ETV1,BCLAF1
ETV1,BECN1
ETV1,BLOC1S4
ETV1,BNIP1
ETV1,BRF2
ETV1,C11orf21
ETV1,C12orf57
ETV1,C16orf46
ETV1,C16orf91
ETV1,C19orf47
ETV1,C22orf34
ETV1,C2orf68
ETV1,C4orf3
ETV1,CALCRL
ETV1,CAMTA2
ETV1,CBFA2T3
ETV1,CCAR2
ETV1,CCDC51
ETV1,CCNT1
ETV1,CCZ1B
ETV1,CD3D
ETV1,CDIPT
ETV1,CDK4
ETV1,CDKAL1
ETV1,CHCHD3
ETV1,CHD9
ETV1,CHPF
ETV1,CLTC
ETV1,COIL
ETV1,COMMD5
ETV1,CPSF3
ETV1,CRELD1
ETV1,CREM
ETV1,CSTF2
ETV1,CTDNEP1
ETV1,CYB561A3
ETV1,DDX19B
ETV1,DDX21
ETV1,DDX46
ETV1,DDX49
ETV1,DHPS
ETV1,DIAPH1
ETV1,DSCR4
ETV1,E2F4
ETV1,ELF1
ETV1,ENDOV
ETV1,ENO1
ETV1,ERBB2
ETV1,ETFDH
ETV1,ETS2
ETV1,ETV1
ETV1,ETV2
ETV1,FBXO8
ETV1,FBXW7
ETV1,FN3KRP
ETV1,GABPB2
ETV1,GHDC
ETV1,GLYCTK
ETV1,GPX5
ETV1,GS1-124K5.11
ETV1,GSPT2
ETV1,GSTM4
ETV1,GTF2H2
ETV1,GTF2IRD2B
ETV1,HES1
ETV1,HMG20A
ETV1,HNRNPD
ETV1,HNRNPLL
ETV1,HNRNPUL1
ETV1,HSP90AB1
ETV1,HSPBP1
ETV1,IL2RG
ETV1,JMJD1C
ETV1,KDM2B
ETV1,KPNB1
ETV1,LRRC46
ETV1,MAD2L1BP
ETV1,MAN2C1
ETV1,MBD1
ETV1,MED18
ETV1,MED7
ETV1,MEF2A
ETV1,MEN1
ETV1,MFSD10
ETV1,MKLN1
ETV1,MON1B
ETV1,MOSPD3
ETV1,MTF1
ETV1,MTF2
ETV1,MTG1
ETV1,MUL1
ETV1,MYNN
ETV1,NABP2
ETV1,NASP
ETV1,NCAM2
ETV1,NCR1
ETV1,NDUFS3
ETV1,NEAT1
ETV1,NELFA
ETV1,NME1-NME2
ETV1,NONO
ETV1,NR1H2
ETV1,NR3C1
ETV1,NSMCE2
ETV1,NUP214
ETV1,NXT2
ETV1,OPHN1
ETV1,PARP3
ETV1,PDE12
ETV1,PDP1
ETV1,PI4KA
ETV1,PICK1
ETV1,PIGO
ETV1,PIH1D2
ETV1,PLTP
ETV1,PNISR
ETV1,POLA1
ETV1,PPEF1
ETV1,PPT2-EGFL8
ETV1,PSMA1
ETV1,PSMD9
ETV1,PTGES3L
ETV1,PYGO2
ETV1,RABGEF1
ETV1,RABGGTA
ETV1,RAD21
ETV1,RBM22
ETV1,RFX5
ETV1,RFXANK
ETV1,RNF14
ETV1,RPAP1
ETV1,RPL11
ETV1,RTN2
ETV1,RUVBL2
ETV1,RWDD2B
ETV1,S100Z
ETV1,SCFD2
ETV1,SCLT1
ETV1,SETD9
ETV1,SETDB1
ETV1,SH2B1
ETV1,SIRT6
ETV1,SLC24A1
ETV1,SLC25A14
ETV1,SLC25A38
ETV1,SLC27A6
ETV1,SLC29A2
ETV1,SLFN14
ETV1,SMARCE1
ETV1,SNF8
ETV1,SNIP1
ETV1,SPI1
ETV1,SREK1
ETV1,SRSF1
ETV1,SRSF7
ETV1,SSBP1
ETV1,STAT1
ETV1,STAT2
ETV1,STX10
ETV1,STX16-NPEPL1
ETV1,SUPT20H
ETV1,SUPT5H
ETV1,TAF1
ETV1,TAF1D
ETV1,TAF7
ETV1,TAL1
ETV1,TBP
ETV1,TBPL1
ETV1,TCF12
ETV1,TFAM
ETV1,TFRC
ETV1,THAP1
ETV1,THAP5
ETV1,THOC2
ETV1,TIGD2
ETV1,TMEM154
ETV1,TMEM208
ETV1,TMEM216
ETV1,TOE1
ETV1,TOX4
ETV1,TP53RK
ETV1,TRAPPC1
ETV1,TRAPPC4
ETV1,TRMT12
ETV1,TSC22D4
ETV1,TTC17
ETV1,U2SURP
ETV1,UBE2V1
ETV1,UBOX5
ETV1,UBR4
ETV1,USF1
ETV1,VPS33B
ETV1,VWA5A
ETV1,WDR55
ETV1,YIPF3
ETV1,YTHDC1
ETV1,ZBTB17
ETV1,ZBTB26
ETV1,ZBTB40
ETV1,ZBTB6
ETV1,ZC3H10
ETV1,ZC3H4
ETV1,ZCCHC7
ETV1,ZKSCAN1
ETV1,ZNF112
ETV1,ZNF12
ETV1,ZNF133
ETV1,ZNF143
ETV1,ZNF175
ETV1,ZNF184
ETV1,ZNF197
ETV1,ZNF225
ETV1,ZNF227
ETV1,ZNF230
ETV1,ZNF235
ETV1,ZNF239
ETV1,ZNF263
ETV1,ZNF274
ETV1,ZNF280A
ETV1,ZNF3
ETV1,ZNF311
ETV1,ZNF324
ETV1,ZNF35
ETV1,ZNF384
ETV1,ZNF397
ETV1,ZNF407
ETV1,ZNF410
ETV1,ZNF45
ETV1,ZNF501
ETV1,ZNF512
ETV1,ZNF530
ETV1,ZNF548
ETV1,ZNF551
ETV1,ZNF582
ETV1,ZNF585A
ETV1,ZNF585B
ETV1,ZNF586
ETV1,ZNF596
ETV1,ZNF620
ETV1,ZNF644
ETV1,ZNF655
ETV1,ZNF668
ETV1,ZNF691
ETV1,ZNF7
ETV1,ZNF707
ETV1,ZNF740
ETV1,ZNF75A
ETV1,ZNF780A
ETV1,ZSCAN32
ETV1,ZZZ3
ETV5,ABHD16A
ETV5,ACOT8
ETV5,ACTL6B
ETV5,ADAMTSL5
ETV5,AFF1
ETV5,AGA
ETV5,AIG1
ETV5,AKAP9
ETV5,ANKRD12
ETV5,ANKRD31
ETV5,AP4B1
ETV5,APOM
ETV5,ASCC3
ETV5,ASL
ETV5,ATF4
ETV5,BATF2
ETV5,BBS10
ETV5,BBS12
ETV5,BCL7B
ETV5,BCLAF1
ETV5,BDP1
ETV5,BECN1
ETV5,BEST3
ETV5,BIRC6
ETV5,BLOC1S4
ETV5,BNIP1
ETV5,BOLA3
ETV5,BPHL
ETV5,BRF2
ETV5,C11orf21
ETV5,C12orf57
ETV5,C16orf46
ETV5,C16orf91
ETV5,C19orf47
ETV5,C2orf68
ETV5,C4orf3
ETV5,C4orf33
ETV5,C5orf34
ETV5,C8orf44
ETV5,CACTIN
ETV5,CAMTA2
ETV5,CANX
ETV5,CBFA2T3
ETV5,CBX3
ETV5,CBX5
ETV5,CCAR2
ETV5,CCDC113
ETV5,CCDC28A
ETV5,CCDC51
ETV5,CCNT1
ETV5,CD3D
ETV5,CDADC1
ETV5,CDC5L
ETV5,CDC73
ETV5,CDK4
ETV5,CDKAL1
ETV5,CENPBD1
ETV5,CENPE
ETV5,CEP350
ETV5,CHCHD3
ETV5,CHD9
ETV5,CHPF
ETV5,CLOCK
ETV5,CLTC
ETV5,CLUL1
ETV5,COIL
ETV5,COMMD5
ETV5,COPS2
ETV5,CPSF3
ETV5,CRELD1
ETV5,CREM
ETV5,CSDE1
ETV5,CSTF2
ETV5,CTCFL
ETV5,CTH
ETV5,CTNNB1
ETV5,CXCL2
ETV5,CYB561A3
ETV5,CYP2R1
ETV5,CYP51A1
ETV5,DBN1
ETV5,DDX19B
ETV5,DDX20
ETV5,DDX21
ETV5,DDX28
ETV5,DDX39B
ETV5,DHPS
ETV5,DIAPH1
ETV5,DIAPH3
ETV5,DIDO1
ETV5,DKKL1
ETV5,DMAP1
ETV5,DNAH14
ETV5,DNMT1
ETV5,DSCR4
ETV5,DUSP23
ETV5,DYRK1A
ETV5,E2F3
ETV5,E2F6
ETV5,E4F1
ETV5,ECH1
ETV5,EEF2
ETV5,EIF3A
ETV5,EIF5B
ETV5,ELF2
ETV5,EMC10
ETV5,EME1
ETV5,ENO1
ETV5,EP400
ETV5,EPOR
ETV5,ERI2
ETV5,ETFDH
ETV5,ETV2
ETV5,EXOC4
ETV5,FAM174A
ETV5,FAM219B
ETV5,FBXO8
ETV5,FOXJ3
ETV5,FUS
ETV5,GABPB1
ETV5,GABPB2
ETV5,GALC
ETV5,GANAB
ETV5,GGACT
ETV5,GHDC
ETV5,GLB1L2
ETV5,GLYCTK
ETV5,GMEB1
ETV5,GOLGA4
ETV5,GOLT1B
ETV5,GPAA1
ETV5,GPX5
ETV5,GS1-124K5.11
ETV5,GSPT2
ETV5,GSTM4
ETV5,GTF2A2
ETV5,GTF2B
ETV5,GTF2H2
ETV5,GTF2IRD2B
ETV5,HBD
ETV5,HILPDA
ETV5,HINFP
ETV5,HNRNPA2B1
ETV5,HNRNPD
ETV5,HNRNPH1
ETV5,HNRNPLL
ETV5,HNRNPU
ETV5,HNRNPUL1
ETV5,IGFL4
ETV5,INTS5
ETV5,ITFG1
ETV5,JAGN1
ETV5,JMJD1C
ETV5,KDM1A
ETV5,KPNB1
ETV5,KPTN
ETV5,LACTB2
ETV5,LARP1
ETV5,LINC00534
ETV5,LINC00942
ETV5,LMNB1
ETV5,LUC7L3
ETV5,MAD2L1BP
ETV5,MAGEA6
ETV5,MAN2C1
ETV5,MAPK1
ETV5,MAPK14
ETV5,MATR3
ETV5,MBD2
ETV5,MBNL1
ETV5,MCM3
ETV5,MCM7
ETV5,MDN1
ETV5,MED10
ETV5,MED18
ETV5,MED7
ETV5,MEF2A
ETV5,MEN1
ETV5,METTL14
ETV5,METTL3
ETV5,MFSD10
ETV5,MIER1
ETV5,MKLN1
ETV5,MON1B
ETV5,MOSPD3
ETV5,MTF1
ETV5,MTF2
ETV5,MYC
ETV5,NABP2
ETV5,NBN
ETV5,NCAM2
ETV5,NCAPH2
ETV5,NCR1
ETV5,NDUFA3
ETV5,NDUFS3
ETV5,NELFA
ETV5,NFE2
ETV5,NFS1
ETV5,NFXL1
ETV5,NKTR
ETV5,NME1-NME2
ETV5,NOP56
ETV5,NR3C1
ETV5,NRF1
ETV5,NSMCE2
ETV5,NUFIP1
ETV5,NUP153
ETV5,NUP98
ETV5,NXT2
ETV5,OPHN1
ETV5,ORC2
ETV5,OSBPL8
ETV5,OSR2
ETV5,OXLD1
ETV5,OXSM
ETV5,PARP3
ETV5,PDE12
ETV5,PDLIM5
ETV5,PDP1
ETV5,PEF1
ETV5,PGBD2
ETV5,PHF8
ETV5,PHIP
ETV5,PHTF2
ETV5,PI4KA
ETV5,PICALM
ETV5,PICK1
ETV5,PIGO
ETV5,PIGP
ETV5,PIH1D2
ETV5,PLTP
ETV5,PNISR
ETV5,POLA1
ETV5,PPARD
ETV5,PPP1R12A
ETV5,PPP1R3B
ETV5,PPT2-EGFL8
ETV5,PRAME
ETV5,PRELID1
ETV5,PRELID2
ETV5,PRPF4
ETV5,PRRC2C
ETV5,PSMA1
ETV5,PSMB9
ETV5,PSMD9
ETV5,PSME4
ETV5,PTBP3
ETV5,PTRHD1
ETV5,PURB
ETV5,PYGO2
ETV5,RABGAP1L
ETV5,RABGEF1
ETV5,RABGGTA
ETV5,RAD51
ETV5,RBBP5
ETV5,RBKS
ETV5,RBM14
ETV5,RBM22
ETV5,RBM34
ETV5,REST
ETV5,RFXANK
ETV5,RGS2
ETV5,RIF1
ETV5,RLF
ETV5,RNF139
ETV5,RNF2
ETV5,RPL11
ETV5,RPS27L
ETV5,RTKN2
ETV5,RTN2
ETV5,RWDD2B
ETV5,SAP30
ETV5,SCFD2
ETV5,SCLT1
ETV5,SDSL
ETV5,SETD5
ETV5,SETD9
ETV5,SETDB1
ETV5,SETX
ETV5,SFPQ
ETV5,SGSM3
ETV5,SH2B1
ETV5,SH3BGR
ETV5,SIRT1
ETV5,SKIL
ETV5,SLC25A14
ETV5,SLC25A38
ETV5,SLC27A6
ETV5,SLC29A2
ETV5,SLC35A1
ETV5,SMAD5
ETV5,SMARCC1
ETV5,SMDT1
ETV5,SMYD3
ETV5,SND1
ETV5,SNF8
ETV5,SNIP1
ETV5,SNX10
ETV5,SPATA5
ETV5,SPI1
ETV5,SREK1
ETV5,SRRM3
ETV5,SRSF1
ETV5,SRSF11
ETV5,SRSF3
ETV5,SRSF4
ETV5,SRSF7
ETV5,SSBP1
ETV5,STAG1
ETV5,STAT1
ETV5,STAT2
ETV5,STX10
ETV5,STX16-NPEPL1
ETV5,SUPT20H
ETV5,SUPT5H
ETV5,TAF1D
ETV5,TAF6
ETV5,TAF7
ETV5,TAL1
ETV5,TBC1D5
ETV5,TBP
ETV5,TBPL1
ETV5,TCF12
ETV5,TERC
ETV5,TFAM
ETV5,TFRC
ETV5,THAP1
ETV5,THAP5
ETV5,THRAP3
ETV5,TIGD2
ETV5,TMEM208
ETV5,TMEM216
ETV5,TMEM258
ETV5,TNIK
ETV5,TOX4
ETV5,TP53RK
ETV5,TRAF4
ETV5,TRAPPC1
ETV5,TRIM24
ETV5,TRIP13
ETV5,TSC22D4
ETV5,TUSC2
ETV5,U2AF1
ETV5,U2SURP
ETV5,UBASH3A
ETV5,UBOX5
ETV5,UBR4
ETV5,UCK1
ETV5,UHRF2
ETV5,USF1
ETV5,USP15
ETV5,USP27X-AS1
ETV5,VAMP1
ETV5,VPS33B
ETV5,VWA5A
ETV5,VWDE
ETV5,WWOX
ETV5,YBX1
ETV5,YIF1A
ETV5,YIPF3
ETV5,YTHDC1
ETV5,ZBTB17
ETV5,ZBTB26
ETV5,ZBTB33
ETV5,ZBTB40
ETV5,ZBTB6
ETV5,ZC3H10
ETV5,ZCCHC7
ETV5,ZEB2
ETV5,ZFP1
ETV5,ZKSCAN1
ETV5,ZKSCAN3
ETV5,ZKSCAN8
ETV5,ZNF140
ETV5,ZNF143
ETV5,ZNF148
ETV5,ZNF174
ETV5,ZNF181
ETV5,ZNF184
ETV5,ZNF197
ETV5,ZNF212
ETV5,ZNF215
ETV5,ZNF223
ETV5,ZNF225
ETV5,ZNF227
ETV5,ZNF230
ETV5,ZNF235
ETV5,ZNF239
ETV5,ZNF24
ETV5,ZNF250
ETV5,ZNF253
ETV5,ZNF263
ETV5,ZNF274
ETV5,ZNF277
ETV5,ZNF280B
ETV5,ZNF282
ETV5,ZNF3
ETV5,ZNF318
ETV5,ZNF324
ETV5,ZNF384
ETV5,ZNF397
ETV5,ZNF416
ETV5,ZNF45
ETV5,ZNF497
ETV5,ZNF501
ETV5,ZNF512
ETV5,ZNF530
ETV5,ZNF548
ETV5,ZNF551
ETV5,ZNF561
ETV5,ZNF582
ETV5,ZNF584
ETV5,ZNF585A
ETV5,ZNF586
ETV5,ZNF589
ETV5,ZNF593
ETV5,ZNF596
ETV5,ZNF616
ETV5,ZNF619
ETV5,ZNF644
ETV5,ZNF649
ETV5,ZNF655
ETV5,ZNF691
ETV5,ZNF692
ETV5,ZNF696
ETV5,ZNF7
ETV5,ZNF717
ETV5,ZNF740
ETV5,ZNF75A
ETV5,ZNF76
ETV5,ZNF778
ETV5,ZNF780A
ETV5,ZNF785
ETV5,ZNF79
ETV5,ZNF83
ETV5,ZNF84
ETV5,ZNF862
ETV5,ZRANB2
ETV5,ZSCAN32
ETV5,ZZZ3
ETV6,AIG1
ETV6,ANXA2R
ETV6,APOM
ETV6,ATF6
ETV6,BATF2
ETV6,BECN1
ETV6,C12orf57
ETV6,C22orf34
ETV6,CCNT1
ETV6,CDIPT
ETV6,CREM
ETV6,CSTF2
ETV6,DDX21
ETV6,DDX39B
ETV6,DMAP1
ETV6,E2F4
ETV6,EME1
ETV6,ENO1
ETV6,ERI2
ETV6,ETFDH
ETV6,ETV6
ETV6,FBXW7
ETV6,GLYCTK
ETV6,GNB2
ETV6,GTF2A2
ETV6,HSPBP1
ETV6,IFITM2
ETV6,JMJD1C
ETV6,KDM1A
ETV6,KLF10
ETV6,LINC00534
ETV6,MAD2L1BP
ETV6,MDN1
ETV6,MED10
ETV6,MED18
ETV6,MON1B
ETV6,MUL1
ETV6,NDUFS3
ETV6,NME1-NME2
ETV6,NSMCE2
ETV6,NUP214
ETV6,ORC2
ETV6,PI4KA
ETV6,PICALM
ETV6,PRAME
ETV6,PTBP3
ETV6,PURB
ETV6,RBM34
ETV6,SETDB1
ETV6,SLC25A14
ETV6,SNF8
ETV6,SNORD3D
ETV6,SRSF1
ETV6,SRSF4
ETV6,SRSF7
ETV6,SSBP1
ETV6,STX16-NPEPL1
ETV6,STXBP5
ETV6,SUPT4H1
ETV6,TAF1D
ETV6,TAL1
ETV6,TCF12
ETV6,THAP5
ETV6,TMEM208
ETV6,TMEM243
ETV6,U2AF1
ETV6,UBOX5
ETV6,WDR55
ETV6,XRCC5
ETV6,ZC3H10
ETV6,ZNF184
ETV6,ZNF311
ETV6,ZNF35
ETV6,ZNF384
ETV6,ZNF397
ETV6,ZNF410
ETV6,ZNF501
ETV6,ZNF740
ETV6,ZNF75A
ETV6,ZNF780A
ETV6,ZNF862
ETV6,ZZZ3
EWSR1,C12orf57
EWSR1,MSH4
EWSR1,PRAME
EZH2,AIF1L
EZH2,ANKRD34B
EZH2,ATP6V1C2
EZH2,BMPER
EZH2,C1QTNF2
EZH2,C1orf21
EZH2,CD109
EZH2,CD302
EZH2,CDCA7L
EZH2,CGNL1
EZH2,CKAP4
EZH2,CNR1
EZH2,DNAI2
EZH2,DNAJC22
EZH2,DPYSL5
EZH2,EGR4
EZH2,ENO4
EZH2,FAXC
EZH2,FERMT1
EZH2,FGD3
EZH2,FSTL1
EZH2,GAL
EZH2,GNA14
EZH2,GPRIN3
EZH2,HES2
EZH2,IFNLR1
EZH2,IL17D
EZH2,JAM2
EZH2,KAZN
EZH2,KRT16
EZH2,LDLRAD4
EZH2,LINC00334
EZH2,LRRC2
EZH2,MARK1
EZH2,MATN2
EZH2,MEGF10
EZH2,MMP28
EZH2,MTA3
EZH2,MYOF
EZH2,NCMAP
EZH2,NDRG4
EZH2,NID2
EZH2,NKAIN1
EZH2,NREP
EZH2,NSUN7
EZH2,OTOP1
EZH2,PAQR5
EZH2,PGM5
EZH2,PIANP
EZH2,PLEKHG3
EZH2,PTGIS
EZH2,RBPMS2
EZH2,RGPD6
EZH2,RIMKLA
EZH2,RTKN2
EZH2,SAMD14
EZH2,SCD5
EZH2,SCUBE2
EZH2,SEZ6L
EZH2,SGMS2
EZH2,SH3RF1
EZH2,SHANK2
EZH2,SIGLEC5
EZH2,SLC15A1
EZH2,SLC22A2
EZH2,SLC4A11
EZH2,SMAD1
EZH2,SNCB
EZH2,STAMBPL1
EZH2,SV2C
EZH2,THRB
EZH2,TMEM243
EZH2,TRPC3
EZH2,TRPM6
EZH2,TUBB2B
EZH2,VWA5B2
EZH2,ZBTB8A
FAM208A,E4F1
FAM208A,FAF1
FAM208A,ITFG1
FAM208A,METTL3
FAM208A,SENP8
FAM208A,TAZ
FAM208A,ZNF862
FIP1L1,ABHD16A
FIP1L1,ACD
FIP1L1,ADK
FIP1L1,AFF1
FIP1L1,AGA
FIP1L1,AGK
FIP1L1,AGO1
FIP1L1,AIG1
FIP1L1,AKAP9
FIP1L1,ANK1
FIP1L1,ANKRD31
FIP1L1,ANKRD46
FIP1L1,ANO8
FIP1L1,AP4B1
FIP1L1,APOM
FIP1L1,ASCC3
FIP1L1,ATF4
FIP1L1,BACH1
FIP1L1,BBS10
FIP1L1,BCL7B
FIP1L1,BCR
FIP1L1,BECN1
FIP1L1,BIRC6
FIP1L1,BLOC1S4
FIP1L1,BOLA3
FIP1L1,BPHL
FIP1L1,BPTF
FIP1L1,BRF1
FIP1L1,C12orf57
FIP1L1,C16orf46
FIP1L1,C19orf47
FIP1L1,C19orf67
FIP1L1,C1orf53
FIP1L1,CACTIN
FIP1L1,CALM3
FIP1L1,CAMK1
FIP1L1,CAMTA2
FIP1L1,CAND2
FIP1L1,CANX
FIP1L1,CBX1
FIP1L1,CC2D1A
FIP1L1,CCAR2
FIP1L1,CDC73
FIP1L1,CDK4
FIP1L1,CDKN2D
FIP1L1,CENPE
FIP1L1,CEP350
FIP1L1,CHAMP1
FIP1L1,CHCHD3
FIP1L1,CHD9
FIP1L1,CLASP2
FIP1L1,CLOCK
FIP1L1,CLTC
FIP1L1,COMMD5
FIP1L1,CREM
FIP1L1,CTF1
FIP1L1,CTNNB1
FIP1L1,CUL1
FIP1L1,CYB561A3
FIP1L1,CYP2R1
FIP1L1,CYP51A1
FIP1L1,DDX46
FIP1L1,DHPS
FIP1L1,DHRS13
FIP1L1,DIDO1
FIP1L1,DMAP1
FIP1L1,DNAAF1
FIP1L1,DNAH14
FIP1L1,DNAJB5
FIP1L1,DNMT1
FIP1L1,DSN1
FIP1L1,DUSP23
FIP1L1,DYRK1A
FIP1L1,E2F6
FIP1L1,E4F1
FIP1L1,EEF2
FIP1L1,EIF5B
FIP1L1,EMC10
FIP1L1,ENDOV
FIP1L1,ENO1
FIP1L1,EPB41
FIP1L1,ERF
FIP1L1,ESRRA
FIP1L1,ETFDH
FIP1L1,ETV5
FIP1L1,EZH2
FIP1L1,FAF1
FIP1L1,FAM131A
FIP1L1,FAM219B
FIP1L1,FAM53A
FIP1L1,FASTK
FIP1L1,FBXO6
FIP1L1,FKBP9
FIP1L1,FLYWCH2
FIP1L1,FOS
FIP1L1,FOSL1
FIP1L1,FOXJ3
FIP1L1,FUS
FIP1L1,GALC
FIP1L1,GALT
FIP1L1,GOLGA4
FIP1L1,GORASP1
FIP1L1,GPAA1
FIP1L1,GTF2A2
FIP1L1,GTF2E2
FIP1L1,GTF2H2
FIP1L1,GTF2I
FIP1L1,HDAC1
FIP1L1,HILPDA
FIP1L1,HLTF
FIP1L1,HNRNPA2B1
FIP1L1,HNRNPD
FIP1L1,HNRNPH1
FIP1L1,HNRNPK
FIP1L1,HNRNPL
FIP1L1,HNRNPLL
FIP1L1,HNRNPU
FIP1L1,HNRNPUL1
FIP1L1,HS1BP3
FIP1L1,HSD17B8
FIP1L1,HSF4
FIP1L1,INTS5
FIP1L1,IRF1
FIP1L1,ITFG1
FIP1L1,JAGN1
FIP1L1,JMJD1C
FIP1L1,JMJD8
FIP1L1,JUNB
FIP1L1,KAT8
FIP1L1,KDM1A
FIP1L1,KDM5B
FIP1L1,KLHDC1
FIP1L1,KPNB1
FIP1L1,KPTN
FIP1L1,LBH
FIP1L1,LRRC37B
FIP1L1,LUC7L3
FIP1L1,MAN2C1
FIP1L1,MAP2K2
FIP1L1,MAPK1
FIP1L1,MATR3
FIP1L1,MBD1
FIP1L1,MCM7
FIP1L1,MED10
FIP1L1,MEF2A
FIP1L1,MEIG1
FIP1L1,MEN1
FIP1L1,MIER1
FIP1L1,MOSPD3
FIP1L1,MSH5
FIP1L1,MTA2
FIP1L1,MTDH
FIP1L1,MTF2
FIP1L1,MTG1
FIP1L1,MUL1
FIP1L1,NCL
FIP1L1,NCOA4
FIP1L1,NCOR1
FIP1L1,NDUFS3
FIP1L1,NME1-NME2
FIP1L1,NOP56
FIP1L1,NR1D2
FIP1L1,NR3C1
FIP1L1,NR6A1
FIP1L1,NRF1
FIP1L1,NSMCE2
FIP1L1,NUBP2
FIP1L1,NUP153
FIP1L1,NUP214
FIP1L1,NUP98
FIP1L1,ORC2
FIP1L1,OSCP1
FIP1L1,OSR2
FIP1L1,OXLD1
FIP1L1,PAGR1
FIP1L1,PARP16
FIP1L1,PARP3
FIP1L1,PDLIM5
FIP1L1,PDP1
FIP1L1,PEF1
FIP1L1,PGBD2
FIP1L1,PHF19
FIP1L1,PHF8
FIP1L1,PHIP
FIP1L1,PI4KA
FIP1L1,PINK1
FIP1L1,PKNOX1
FIP1L1,PKP4
FIP1L1,POLA1
FIP1L1,POLR3H
FIP1L1,PPP1R3B
FIP1L1,PPP2R3B
FIP1L1,PRAME
FIP1L1,PRELID1
FIP1L1,PSMB9
FIP1L1,PSMD9
FIP1L1,PSME1
FIP1L1,PTPMT1
FIP1L1,PYGO2
FIP1L1,RAB1B
FIP1L1,RABGEF1
FIP1L1,RABGGTA
FIP1L1,RBKS
FIP1L1,RBM14
FIP1L1,RBM25
FIP1L1,RELN
FIP1L1,RFXANK
FIP1L1,RNF14
FIP1L1,RNF2
FIP1L1,RPAP1
FIP1L1,RPL11
FIP1L1,RUVBL2
FIP1L1,SAFB2
FIP1L1,SCO2
FIP1L1,SETD9
FIP1L1,SETX
FIP1L1,SGSM3
FIP1L1,SH2B1
FIP1L1,SH3BGR
FIP1L1,SIRT1
FIP1L1,SIRT6
FIP1L1,SKIL
FIP1L1,SLC46A3
FIP1L1,SMAD5
FIP1L1,SMARCC1
FIP1L1,SMDT1
FIP1L1,SND1
FIP1L1,SNX17
FIP1L1,SOS1
FIP1L1,SREBF1
FIP1L1,SRRM3
FIP1L1,SRSF11
FIP1L1,SRSF3
FIP1L1,SRSF4
FIP1L1,SRSF7
FIP1L1,SSBP1
FIP1L1,STAG1
FIP1L1,STAG3
FIP1L1,STAT1
FIP1L1,STX16-NPEPL1
FIP1L1,SUPT5H
FIP1L1,TARBP2
FIP1L1,TARDBP
FIP1L1,TBC1D5
FIP1L1,TFAM
FIP1L1,THAP5
FIP1L1,THAP8
FIP1L1,THRAP3
FIP1L1,TIGD2
FIP1L1,TMED4
FIP1L1,TMEM150A
FIP1L1,TMEM259
FIP1L1,TOE1
FIP1L1,TUSC2
FIP1L1,U2AF1
FIP1L1,UBE3C
FIP1L1,UBR4
FIP1L1,UGDH
FIP1L1,USP15
FIP1L1,USP21
FIP1L1,VCL
FIP1L1,VGF
FIP1L1,WDR55
